Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"servicedesk online","1","0","70","39.54","0.00","https://www.tomticket.com/","1.88","0.00","0.67","9600000","0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.11,0.78,0.11,0.78","1511286010"
"ibconsig","14","0","4400","49.17","0.00","https://aidanwbruno.tomticket.com/helpdesk/cadastro?id=EP05012","1.76","0.00","0.00","0","0.29,0.24,0.55,0.24,0.19,0.36,0.24,0.10,0.16,0.16,1.00,0.67","1513522854"
"help desk online","1","1","50","45.34","40.11","https://www.tomticket.com/","1.35","1.22","0.88","130000000","0.71,0.71,0.71,0.71,0.57,0.43,0.57,0.71,1.00,0.71,0.71,0.71","1512605392"
"sistema de ticket","1","1","50","54.91","18.05","https://www.tomticket.com/","1.35","0.54","0.70","7610000","0.71,0.71,0.57,0.57,0.57,0.57,0.71,0.71,1.00,0.71,0.57,1.00","1512609522"
"ibconsig","15","10","4400","49.17","0.00","https://www.tomticket.com/chat/geral?id=EP05012&balloon=1&ref=","1.29","0.00","0.00","0","0.29,0.24,0.55,0.24,0.19,0.36,0.24,0.10,0.16,0.16,1.00,0.67","1513522854"
"abrapetite","23","24","74000","51.68","0.78","https://www.tomticket.com/chat/?id=EP04530&ac=289920P19032015041935","1.29","0.02","0.08","7000","0.01,1.00,0.07,1.00,0.04,0.16,0.13,0.30,0.45,0.45,0.55,0.45","1513567276"
"zona dos concursos","11","0","1900","65.75","0.03","https://zonadosconcursos.tomticket.com/helpdesk/login?id=EP06592&account=421888P11082015065528","0.99","0.00","0.00","0","0.55,0.66,0.55,0.55,0.55,0.55,0.83,1.00,0.83,0.66,0.66,0.83","1513604324"
"sistema de tickets","3","3","170","42.93","54.94","https://www.tomticket.com/","0.88","1.08","0.92","1170000","0.24,0.36,0.24,1.00,0.24,0.12,0.16,0.30,0.67,0.44,0.44,0.82","1513349082"
"sistema help desk","2","2","110","37.47","69.48","https://www.tomticket.com/","0.82","1.28","0.99","1060000","0.64,1.00,0.64,0.64,0.64,0.36,0.79,0.64,1.00,1.00,0.79,1.00","1512469828"
"sistema atendimento online","1","1","30","35.94","4.98","https://www.tomticket.com/","0.82","0.08","0.96","7030000","0.60,0.40,0.80,0.60,0.60,0.40,0.40,0.40,0.80,1.00,1.00,0.60","1513160412"
"helpdesk online","1","1","30","44.84","27.92","https://www.tomticket.com/","0.82","0.50","0.97","51300000","0.60,0.40,0.80,0.60,0.40,0.60,0.60,0.80,1.00,0.60,0.60,0.40","1513127999"
"sistema de help desk","2","1","110","28.81","139.54","https://www.tomticket.com/","0.82","2.58","0.99","1670000","0.50,0.79,0.79,0.64,0.79,0.64,0.79,0.79,1.00,0.79,1.00,0.79","1512412209"
"help desk free","4","4","170","59.77","21.05","https://www.tomticket.com/","0.64","0.32","0.91","179000000","0.81,1.00,1.00,1.00,0.67,0.52,0.67,0.67,0.81,0.81,0.81,0.81","1512392740"
"sistema de controle de chamados","2","2","90","39.79","3.84","https://www.tomticket.com/","0.64","0.05","0.90","1300000","0.71,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.71,0.14","1513426362"
"sistema de chamados gratuito","2","1","90","49.32","44.38","https://www.tomticket.com/","0.64","0.67","0.79","490000","0.22,0.22,0.09,0.22,0.28,0.03,0.16,0.03,0.09,0.09,0.22,1.00","1513421599"
"zona dos concursos","9","8","1900","65.75","0.03","https://zona.tomticket.com/helpdesk/login?id=EP06593&account=421952P11082015080309","0.64","0.00","0.00","0","0.55,0.66,0.55,0.55,0.55,0.55,0.83,1.00,0.83,0.66,0.66,0.83","1513604324"
"zona dos concursos","10","0","1900","65.75","0.03","https://zona.tomticket.com/helpdesk/novasenha?id=EP06593&account=421952P11082015080309","0.64","0.00","0.00","0","0.55,0.66,0.55,0.55,0.55,0.55,0.83,1.00,0.83,0.66,0.66,0.83","1513604324"
"ticket tom","2","2","70","53.07","0.00","https://painel.tomticket.com/","0.52","0.00","0.00","77200000","0.11,0.78,0.22,0.78,1.00,0.44,1.00,0.44,0.22,0.22,0.11,0.78","1511329808"
"sistema de chamados online","2","2","70","42.90","9.48","https://www.tomticket.com/sistema-de-chamados","0.52","0.10","0.95","2270000","0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56,0.22","1511193045"
"help desk sistema","2","2","70","42.09","8.40","https://www.tomticket.com/","0.52","0.09","0.95","1230000","1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44,0.22","1511150269"
"sistema de helpdesk","2","2","70","37.84","89.65","https://www.tomticket.com/","0.52","1.05","0.99","514000","0.78,0.78,1.00,1.00,0.56,0.44,0.78,0.78,1.00,0.44,0.78,0.78","1512439997"
"sistema de atendimento online gratis","1","1","20","52.17","0.00","https://www.tomticket.com/","0.52","0.00","0.58","2780000","0.67,0.67,0.33,0.33,0.33,0.67,1.00,1.00,0.67,0.67,0.67,0.67","1511707594"
"sistem helpdesk","2","2","70","41.35","0.00","https://www.tomticket.com/","0.52","0.00","0.00","5070000","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14","1511353645"
"sistema helpdesk","2","2","70","42.50","81.96","https://www.tomticket.com/","0.52","0.96","0.99","499000","0.78,0.78,0.78,0.78,0.33,0.56,0.78,1.00,0.78,1.00,0.78,0.78","1512437422"
"controle de chamados","3","4","110","33.07","3.51","https://www.tomticket.com/","0.52","0.04","0.69","2380000","1.00,0.04,0.36,0.15,0.07,0.07,0.07,0.54,0.04,0.82,0.44,0.82","1513544020"
"sistema de atendimento online","3","2","90","41.83","5.67","https://www.tomticket.com/","0.47","0.05","0.93","4190000","0.82,1.00,0.82,0.64,0.45,0.45,0.82,0.82,1.00,0.45,0.64,0.82","1512405459"
"chat mensagem","10","12","260","80.77","0.55","https://tomticket.tomticket.com/kb/outros/mensagem-inicial-do-chat","0.41","0.00","0.76","1080000","0.55,1.00,0.24,1.00,0.44,0.16,0.67,0.30,0.44,0.44,0.30,0.12","1513493383"
"helpdesck","4","40","110","48.11","84.04","https://www.tomticket.com/","0.41","0.83","0.63","188000000","0.79,0.79,0.79,0.64,0.64,0.64,0.79,0.64,1.00,0.79,0.79,0.64","1512489640"
"contas netflix","60","0","74000","54.84","1.46","https://www.tomticket.com/externo?id=EP00552&account=35328P01122013064239","0.41","0.01","0.01","0","0.37,0.25,1.00,0.25,0.30,0.37,0.30,0.67,1.00,1.00,0.20,0.45","1513555881"
"help desck","5","43","140","57.77","0.00","https://www.tomticket.com/","0.41","0.00","0.72","183000000","1.00,0.82,0.82,0.82,0.65,0.65,0.65,0.65,1.00,1.00,1.00,1.00","1512402082"
"sistema de help desk free","2","1","40","64.88","48.94","https://www.tomticket.com/","0.29","0.32","0.97","926000","0.71,1.00,0.71,0.71,0.57,0.43,0.43,0.29,0.29,0.71,0.43,0.57","1509342949"
"sistema de atendimento","6","5","110","41.60","6.58","https://www.tomticket.com/","0.29","0.04","0.88","38900000","0.65,0.82,0.82,0.65,0.65,0.41,0.65,0.65,1.00,0.65,0.82,0.65","1512410130"
"help desk gratuito","2","2","40","58.28","50.48","https://www.tomticket.com/","0.29","0.33","0.88","955000","0.43,1.00,0.57,0.71,0.43,0.29,0.71,0.71,0.71,0.71,0.71,1.00","1512986855"
"locaweb email","50","47","18100","61.10","0.19","https://blog.tomticket.com/emails-locaweb-2ce9b12d9ddd","0.29","0.00","0.12","183000","0.37,0.30,0.67,0.67,0.45,0.24,0.30,0.55,1.00,1.00,0.67,0.37","1513540487"
"sistema help desk free","2","2","40","65.89","44.51","https://www.tomticket.com/","0.29","0.30","0.95","184000000","1.00,0.80,1.00,1.00,0.60,0.60,0.60,0.40,0.60,0.20,0.60,0.40","1512849218"
"loteca on line","11","14","90","67.51","0.09","https://www.tomticket.com/chat/?id=EP02996&ac=191744P26102014034256","0.23","0.00","0.06","101000","0.05,0.24,0.24,0.43,0.43,0.24,0.52,0.81,1.00,0.52,0.43,0.52","1512410697"
"programa para abertura de chamados gratuito","6","8","90","66.98","2.73","https://www.tomticket.com/","0.23","0.01","0.85","745000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1513445615"
"zona dos concursos","12","0","1900","65.75","0.03","https://zonadosconcursos.tomticket.com/helpdesk/novasenha?id=EP06592&account=421888P11082015065528","0.23","0.00","0.00","0","0.55,0.66,0.55,0.55,0.55,0.55,0.83,1.00,0.83,0.66,0.66,0.83","1513604324"
"atendimento online gratis","6","5","90","57.95","1.98","https://www.tomticket.com/","0.23","0.00","0.34","3070000","0.82,0.82,0.82,0.82,0.82,0.64,1.00,0.64,0.82,0.82,0.64,0.82","1512432846"
"ticket com br","35","36","6600","28.78","1.04","https://painel.tomticket.com/","0.23","0.00","0.03","15200000","0.30,0.36,0.81,0.36,0.20,0.54,0.36,0.16,0.23,0.23,1.00,0.67","1513592118"
"baixar tom","47","0","12100","91.00","0.06","https://www.tomticket.com/download","0.17","0.00","0.29","859000","0.45,0.55,0.55,0.55,0.67,1.00,1.00,0.67,0.82,0.67,0.67,0.67","1513527122"
"helpdesk free","4","4","50","50.07","12.87","https://www.tomticket.com/","0.17","0.05","0.98","52200000","1.00,1.00,0.71,0.57,0.43,0.29,0.57,0.57,0.71,0.71,0.57,0.71","1512562394"
"ticket.com.br","32","35","4400","32.40","0.58","https://painel.tomticket.com/","0.17","0.00","0.15","22800000","1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.67,1.00,0.81,0.81,0.67","1513063042"
"sistema help desk gratuito","2","2","30","62.72","29.81","https://www.tomticket.com/","0.17","0.14","0.82","1020000","0.43,0.57,0.43,0.29,0.29,0.14,0.29,0.43,0.29,0.43,1.00,0.43","1513162682"
"sistema de help desk gratuito","2","1","30","53.89","0.00","https://www.tomticket.com/","0.17","0.00","0.96","1280000","0.11,0.11,0.33,0.22,0.33,0.33,0.56,1.00,0.56,0.33,0.22,0.11","1513127999"
"suporte help desk","6","16","70","64.06","78.47","https://www.tomticket.com/","0.17","0.35","0.97","524000","0.50,0.50,0.50,0.36,0.36,0.36,0.36,0.36,0.64,0.50,1.00,0.64","1512464090"
"ferramenta service desk","11","11","70","49.21","7.69","https://www.tomticket.com/","0.17","0.02","0.94","287000","0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29,0.29","1511196046"
"atendimento online para site gratuito","8","8","90","49.33","0.00","https://www.tomticket.com/","0.11","0.00","0.79","2760000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1510570756"
"atendimento online gratuito","2","3","20","55.75","1.75","https://www.tomticket.com/","0.11","0.00","0.37","11600000","0.50,0.50,1.00,0.50,0.25,0.25,0.50,0.50,0.75,0.25,0.25,0.25","1511378087"
"help desk gratis","2","2","20","57.98","51.39","https://www.tomticket.com/","0.11","0.17","0.92","12900000","0.67,0.67,0.33,0.33,0.33,0.67,1.00,0.33,0.67,0.67,1.00,0.33","1511811848"
"como colocar toner na impressora samsung","9","12","90","77.55","0.00","https://polen.tomticket.com/kb/como-trocar-o-toner/como-efetuar-a-troca-do-toner-da-impressora-scx-6555nx","0.11","0.00","0.06","760000","1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00,0.56","1511193325"
"heldesk","7","52","50","55.04","0.00","https://www.tomticket.com/","0.11","0.00","0.85","189000000","1.00,1.00,1.00,1.00,0.71,0.57,0.71,0.71,1.00,0.57,0.71,0.71","1512562373"
"sistema ticket","2","1","20","63.94","0.29","https://www.tomticket.com/","0.11","0.00","0.21","11400000","0.25,0.25,0.50,0.25,0.50,0.50,0.75,0.75,0.50,0.50,1.00,0.50","1511701511"
"ler emails do gmail","10","38","70","87.94","0.09","https://tomticket.tomticket.com/kb/perguntas-frequentes/nao-e-possivel-ler-emails-no-gmail","0.11","0.00","0.18","2070000","0.44,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.44,0.22","1511227161"
"sistemas de help desk","2","2","20","32.20","36.20","https://www.tomticket.com/","0.11","0.11","0.88","1210000","0.67,0.67,0.67,1.00,0.67,0.67,0.67,1.00,1.00,0.67,0.67,1.00","1511726452"
"helpdes","6","45","40","52.71","0.00","https://www.tomticket.com/","0.11","0.00","0.48","186000000","0.80,0.80,1.00,0.80,0.80,0.40,0.80,0.80,1.00,0.80,1.00,1.00","1513189775"
"help desk free portugues","6","6","40","66.83","18.08","https://www.tomticket.com/","0.11","0.04","0.76","222000","0.43,0.57,0.57,0.71,0.29,0.29,1.00,0.29,0.43,0.43,0.71,0.57","1513048832"
"software help desk free","4","4","30","59.70","159.49","https://www.tomticket.com/","0.11","0.43","0.92","185000000","1.00,0.75,1.00,1.00,0.75,0.25,1.00,0.50,0.50,1.00,0.50,0.50","1513118078"
"software help desk gratuito","4","4","40","63.64","61.10","https://www.tomticket.com/","0.11","0.21","0.93","516000","0.29,0.43,0.71,0.43,0.43,0.43,0.57,0.71,0.71,0.57,1.00,0.71","1513190818"
"escalonar","25","20","1000","89.85","0.00","https://tomticket.tomticket.com/kb/chamados/escalonamento-de-chamados","0.05","0.00","0.00","288000","0.77,0.68,0.77,0.77,0.77,0.77,1.00,0.68,0.68,0.77,1.00,1.00","1512410277"
"instituto ayrton senna ead","26","22","720","59.20","1.92","https://ias-suporte-ead.tomticket.com/helpdesk/novasenha?id=EP07602","0.05","0.00","0.17","43000","0.55,0.81,1.00,0.62,0.81,0.30,0.07,0.13,0.13,0.16,0.30,0.16","1510502162"
"helpdek","5","45","30","53.48","0.00","https://www.tomticket.com/","0.05","0.00","0.60","184000000","0.80,0.80,1.00,0.60,0.40,0.40,0.60,0.60,0.80,0.60,0.40,0.60","1511893328"
"sistema service desk","6","16","20","47.54","29.91","https://www.tomticket.com/","0.05","0.03","0.89","1810000","0.40,0.40,0.40,0.20,1.00,0.40,0.40,0.40,0.40,0.40,0.60,0.40","1511388369"
"software de help desk free","4","4","20","61.52","47.35","https://www.tomticket.com/","0.05","0.08","0.92","15800000","0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33","1511394947"
"atendimento help desk","10","11","40","59.95","27.57","https://www.tomticket.com/","0.05","0.04","0.94","491000","0.29,0.43,0.57,0.43,0.57,0.43,0.43,0.43,1.00,0.57,1.00,0.71","1513157847"
"desk help","5","72","30","48.57","56.51","https://www.tomticket.com/","0.05","0.10","0.91","318000000","0.40,0.80,0.60,0.80,0.40,0.60,0.60,0.60,1.00,0.60,0.80,0.60","1513112316"
"hepdesk","5","53","30","57.17","0.00","https://www.tomticket.com/","0.05","0.00","0.77","186000000","0.60,1.00,0.40,0.40,0.80,0.40,0.40,0.60,0.80,0.40,0.40,0.60","1511798002"
"abaixar tom","50","41","3600","89.40","0.87","https://www.tomticket.com/download","0.05","0.00","0.02","847000","1.00,0.82,0.16,0.82,0.29,0.55,0.82,0.36,0.24,0.24,0.13,0.19","1513082674"
"software para abertura de chamados","12","14","90","64.83","3.84","https://www.tomticket.com/","0.05","0.00","0.91","1540000","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1513420818"
"help disk","5","19","20","56.10","0.00","https://www.tomticket.com/","0.05","0.00","0.63","186000000","0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67,1.00,0.67,1.00,0.33","1511387850"
"loteca online","15","20","320","63.89","0.32","https://www.tomticket.com/chat/?id=EP02996&ac=191744P26102014034256","0.05","0.00","0.02","62000","0.24,0.44,0.44,0.66,0.44,0.15,0.36,0.66,1.00,0.81,0.81,0.66","1508846181"
"outlook travando","16","18","210","74.13","0.00","https://cmtec.tomticket.com/kb/8--windows-e-office/outlook---travando-ou-lento","0.05","0.00","0.00","39000","0.81,0.81,1.00,0.81,0.81,0.65,0.81,0.65,1.00,0.81,1.00,0.81","1511903350"
"caixa de entrada outlook","26","29","1000","82.87","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.05","0.00","0.05","346000","0.62,0.55,0.55,0.62,0.55,0.62,0.62,0.55,0.62,1.00,1.00,1.00","1511609328"
"o que é firmware","29","26","1300","73.51","0.00","https://cemexecutive.tomticket.com/kb/appego---solucoes-de-monitoramento-pessoal-a-distancia/o-que-e-firmware","0.05","0.00","0.00","3070000","0.10,0.13,0.29,0.13,0.82,0.19,0.13,0.67,1.00,1.00,0.36,0.24","1511607472"
"helpdesc","5","47","20","51.21","0.00","https://www.tomticket.com/","0.05","0.00","0.69","189000000","0.33,0.67,0.33,0.67,0.67,0.33,1.00,0.67,1.00,0.33,0.67,1.00","1513200478"
"relp desk","5","47","30","54.63","52.59","https://www.tomticket.com/","0.05","0.10","0.90","185000000","0.75,0.50,0.50,1.00,0.75,0.50,0.75,0.75,0.75,0.75,0.50,0.75","1513134812"
"outlook caixa de entrada","32","28","1600","89.31","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.05","0.00","0.14","379000","0.11,0.20,0.20,0.16,0.13,0.44,0.81,0.67,1.00,0.67,0.67,0.53","1511719096"
"ler gmail","29","27","720","82.78","0.19","https://tomticket.tomticket.com/kb/perguntas-frequentes/nao-e-possivel-ler-emails-no-gmail","0.05","0.00","0.15","9650000","0.59,0.72,0.59,0.59,0.59,0.72,0.72,0.72,0.88,1.00,0.88,0.72","1510501074"
"help desc","3","48","20","57.84","32.65","https://www.tomticket.com/","0.05","0.07","0.87","436000000","0.33,1.00,1.00,1.00,0.67,0.67,1.00,1.00,0.67,0.67,0.67,0.67","1511722598"
"o que é help desk","20","90","480","66.37","16.97","https://www.tomticket.com/","0.05","0.02","0.36","186000000","0.81,1.00,0.81,1.00,0.66,0.54,0.66,0.81,1.00,1.00,1.00,0.81","1513121086"
"chat gratis sem cadastro","95","99","70","61.73","0.71","https://www.tomticket.com/","0.00","0.00","0.63","465000","0.64,0.64,0.45,0.64,0.82,0.82,1.00,0.64,0.36,0.64,0.64,0.64","1512492467"
"meu tom gratuito","56","60","20","89.43","0.03","https://www.tomticket.com/","0.00","0.00","0.40","632000","1.00,0.25,0.25,1.00,1.00,0.50,0.75,0.25,0.25,0.25,0.50,0.25","1513203202"
"download tom","25","13","140","92.69","0.03","https://www.tomticket.com/download","0.00","0.00","0.10","247000000","0.53,0.41,0.65,0.82,0.82,1.00,1.00,0.82,1.00,0.53,1.00,0.82","1512526194"
"planos on line","100","0","20","63.88","3.35","https://www.tomticket.com/precos-e-planos","0.00","0.00","0.71","37400000","0.75,0.75,0.50,0.50,0.50,0.25,0.50,0.50,1.00,0.50,0.25,1.00","1511773854"
"caixa de entrada hotmail.com","80","80","140","88.91","0.03","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.12","506000","0.67,1.00,0.81,0.67,0.52,0.67,0.67,0.52,0.81,0.81,0.67,0.81","1512407353"
"download do aplicativo","58","0","20","85.85","0.00","https://www.tomticket.com/download","0.00","0.00","0.30","2260000","0.67,1.00,0.67,1.00,0.33,0.67,0.33,0.33,0.67,1.00,1.00,0.67","1511391231"
"hotmail caixa de entrada outlook","16","20","70","83.64","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.03","176000","0.00,0.21,0.21,0.64,0.50,0.64,0.64,0.50,1.00,0.79,0.50,0.21","1512520844"
"mhmodaintima","38","0","90","77.84","0.35","https://mhmodaintima.tomticket.com/chat?id=EP14012&ac=896768P19122016035408&balloon=1&ref=Suti Natasha","0.00","0.00","0.22","0","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1513500172"
"caixa de email outlook","24","26","320","84.56","0.06","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.05","1960000","0.44,0.24,0.24,0.81,0.66,0.36,0.44,0.54,1.00,0.54,0.44,0.44","1508846070"
"baixar aplicativo ticket","58","0","140","70.79","0.22","https://www.tomticket.com/download","0.00","0.00","0.09","525000","0.29,0.44,1.00,0.44,1.00,0.29,0.36,0.15,1.00,1.00,0.54,0.67","1513371071"
"chat helpdesk","47","45","70","41.67","0.22","https://www.tomticket.com/","0.00","0.00","0.52","888000","0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.14,0.29,0.29,1.00","1511204753"
"ecg tce rj","18","0","140","70.46","0.00","https://ead-ecg.tomticket.com/kb/ambiente-virtual-de-aprendizagem/alteracao-de-dados-cadastrais","0.00","0.00","0.02","175000","0.65,1.00,1.00,1.00,0.53,0.24,0.53,0.65,1.00,0.82,0.82,0.82","1512406629"
"pasta outlook","79","81","50","72.99","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.00","15600000","1.00,0.80,0.80,1.00,0.80,0.80,0.80,0.80,1.00,0.80,1.00,1.00","1512520710"
"quanto tempo dura uma bateria de carro","66","56","140","67.58","3.25","https://cemexecutive.tomticket.com/kb/appego---solucoes-de-monitoramento-pessoal-a-distancia/quanto-tempo-dura-a-bateria-do-appego-gps","0.00","0.00","0.16","457000","0.30,0.36,0.82,0.36,0.82,0.55,0.24,1.00,0.16,0.16,0.16,0.24","1511600397"
"live jasmin login","39","37","70","51.47","1.49","https://painel.tomticket.com/","0.00","0.00","0.14","8130000","0.29,0.57,0.14,0.14,0.14,0.14,0.43,1.00,0.57,0.57,0.14,1.00","1511207618"
"chat gratis para site","94","0","140","56.29","1.56","https://www.tomticket.com/","0.00","0.00","0.93","17700000","0.12,0.08,0.42,0.35,0.65,0.54,0.54,0.35,0.42,0.65,0.65,1.00","1512404757"
"software de help desk","76","76","30","53.49","98.51","https://www.tomticket.com/","0.00","0.00","1.00","62000000","1.00,0.80,0.60,0.40,0.40,0.20,0.40,0.40,0.80,0.40,0.80,0.80","1513095819"
"hotmail email caixa entrada","67","36","590","72.70","0.91","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.19","566000","0.09,0.20,0.11,0.05,0.05,0.02,0.05,0.37,1.00,0.30,0.25,0.30","1510956423"
"locaweb locaweb","92","0","20","68.29","0.03","https://blog.tomticket.com/emails-locaweb-2ce9b12d9ddd","0.00","0.00","0.11","728000","1.00,0.50,0.50,0.75,0.50,0.50,0.50,0.25,0.50,0.25,0.50,0.25","1513199618"
"locaweb cpanel","91","95","70","66.77","0.55","https://tomticket.tomticket.com/kb/outros/criacao-de-chamados-por-email","0.00","0.00","0.32","19000","0.13,0.13,0.05,0.13,0.03,0.23,0.10,0.23,0.05,1.00,0.13,0.05","1511226018"
"uol host imap","90","78","40","84.98","0.00","https://tomticket.tomticket.com/kb/outros/criacao-de-chamados-por-email","0.00","0.00","0.08","12000","0.80,0.60,1.00,0.60,0.80,0.40,0.60,0.80,1.00,0.60,1.00,0.80","1509342734"
"como criar pasta no outlook 2013","58","57","90","70.04","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.01","4820000","0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22,0.56","1510533091"
"o que é lbs","37","36","170","78.02","0.00","https://cemexecutive.tomticket.com/kb/appego---solucoes-de-monitoramento-pessoal-a-distancia/o-que-e-uma-tecnologia-lbs","0.00","0.00","0.00","5030000","0.81,0.67,0.29,0.67,0.23,1.00,1.00,0.23,0.35,0.35,0.35,0.35","1513355550"
"senhas de habbos","82","0","20","52.60","0.00","https://teamportal.tomticket.com/helpdesk/novasenha?id=EP02684&account=171776P21092014025408","0.00","0.00","0.01","174000","1.00,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.33","1511694983"
"atendimento on line vivo","98","88","70","80.62","1.17","https://www.tomticket.com/","0.00","0.00","0.23","10500000","0.64,0.45,0.64,0.82,0.64,0.82,0.82,0.82,1.00,0.64,0.45,0.64","1512420281"
"entrar na minha caixa de entrada hotmail","92","85","50","81.76","0.00","https://kb.tomticket.com/utitech/outlook/caixa-de-entrada--pastas--sumiram-outlook-2013-e-2016","0.00","0.00","0.16","551000","0.78,1.00,1.00,0.78,0.56,0.56,0.56,0.44,0.33,0.44,0.56,0.33","1512592568"
"aplicativo mobile download","14","0","30","67.50","0.71","https://www.tomticket.com/download","0.00","0.00","0.55","1150000","0.29,0.14,0.43,0.71,1.00,1.00,0.57,0.29,0.43,0.14,0.29,0.14","1511350168"
