Domain score,Domain trust score,Domain,Backlinks,IP Address,Country,First seen,Last seen
6,0,sfcsistemas.com.br,16,63.143.40.82,us,2017-04-19,2017-10-31
1,0,gmacademia.com.br,16,72.8.157.17,us,2017-05-12,2017-12-09
1,0,agencianos.com.br,15,108.61.23.30,us,2016-12-30,2017-12-05
2,0,mobview.com.br,14,191.252.94.83,br,2017-06-28,2017-12-09
1,0,fitsolucoes.biz,14,52.91.63.62,us,2016-09-11,2017-11-01
1,0,altaperformance.info,13,177.185.194.40,br,2017-08-17,2017-12-02
1,0,grupocsv.com.br,13,177.12.172.81,br,2017-09-28,2017-12-09
1,0,lblajes.com.br,12,72.8.157.17,us,2017-05-12,2017-10-06
1,0,rlsolucion.com.br,12,186.202.150.199,br,2017-06-16,2017-12-07
11,28,qualitynet.com.br,12,184.107.185.2,ca,2017-02-15,2017-12-06
2,0,julianocalhaserufos.com.br,12,177.11.54.106,br,2017-09-16,2017-12-09
2,0,wippelartefatosdecimento.com.br,12,177.11.54.106,br,2017-09-26,2017-12-09
1,0,lancomputer.com.br,11,187.17.111.98,br,2017-09-12,2017-11-03
1,0,itecinformatica.com,11,187.17.111.99,br,2016-09-14,2017-12-09
2,0,lsisistemas.com.br,11,23.229.235.136,us,2017-01-23,2017-12-03
1,0,lrinfor.com.br,11,66.55.153.230,us,2017-09-19,2017-12-04
7,0,moralyweb.com.br,11,5.196.100.208,fr,2017-04-07,2017-11-28
8,2,delyver.com.br,10,198.136.59.20,us,2017-06-19,2017-12-07
1,0,officeinfor.com.br,9,191.252.137.123,br,2017-07-06,2017-12-08
1,0,freireproject.com.br,9,191.6.202.50,br,2017-11-03,2017-12-04
1,0,essencialexpress.com.br,9,177.12.174.98,br,2017-09-06,2017-12-08
9,28,univicosa.com.br,9,200.199.1.37,br,2017-02-10,2017-12-06
1,0,nlrefrigeracaopr.com.br,9,177.11.54.106,br,2017-09-26,2017-12-09
36,44,es.gov.br,9,186.202.122.36,br,2016-12-04,2017-12-05
1,0,kyriostecnologia.com,8,104.24.100.129,us,2017-09-13,2017-11-30
35,43,pa.gov.br,8,177.74.62.183,br,2017-12-08,2017-12-08
9,18,leadvid.club,8,191.6.200.86,br,2017-01-24,2017-11-19
1,0,mikromundo.com,8,179.188.17.52,br,2016-05-26,2017-11-19
8,28,urlm.com.br,7,54.232.110.36,br,2017-06-23,2017-12-08
2,0,vfestruturas.com,7,177.11.54.106,br,2017-09-26,2017-12-09
3,0,lcpires.com,7,177.11.54.106,br,2017-10-01,2017-11-07
1,0,h2anet.com.br,7,186.202.153.177,br,2017-11-17,2017-12-08
1,0,pdasolucoes.com.br,7,186.202.95.75,br,2017-09-08,2017-11-29
1,0,jardineiradashortencias.com.br,7,187.63.191.26,br,2017-04-29,2017-12-08
3,7,wmw.com.br,6,187.59.87.10,br,2017-10-22,2017-12-07
2,0,byteon.com.br,6,191.252.4.11,br,2017-10-24,2017-11-25
2,0,praticoandaimes.com.br,6,177.11.54.106,br,2017-05-10,2017-11-18
3,0,ecosis.inf.br,6,177.38.224.19,br,2017-11-07,2017-12-08
2,0,fioretapetes.com.br,6,177.11.54.106,br,2017-05-10,2017-11-07
1,0,setconsultoria.com.br,6,177.185.194.166,br,2017-09-26,2017-12-08
0,0,loja2.com.br,6,54.94.148.52,br,2017-07-02,2017-09-16
22,0,websc.com.br,6,177.11.54.106,br,2017-06-25,2017-11-12
30,38,superdownloads.com.br,6,179.191.176.75,br,2017-05-24,2017-11-23
4,0,geolan.com.br,5,138.128.188.82,us,2017-07-20,2017-12-08
24,16,arealocal.com.br,5,186.202.126.213,br,2017-10-17,2017-12-02
2,0,toninhoclimatizacao.com.br,5,177.11.54.106,br,2017-05-12,2017-12-09
12,9,tendenza.com.br,5,186.202.119.208,br,2017-03-17,2017-11-30
1,0,awp.com.br,5,67.23.234.189,us,2017-09-28,2017-12-05
7,28,simec.com.br,5,200.142.156.55,br,2017-08-07,2017-12-07
21,33,ifce.edu.br,5,200.17.33.160,br,2017-08-08,2017-12-09
3,0,speedpro.com.br,5,186.202.126.4,br,2017-08-04,2017-12-08
1,0,ctsi.com.br,4,191.6.198.80,br,2017-07-02,2017-12-02
11,0,fullsolucoes.com.br,4,52.2.124.145,us,2017-11-08,2017-12-04
43,48,rs.gov.br,4,187.45.240.5,br,2017-01-19,2017-11-11
1,0,camppus.com.br,4,191.6.196.51,br,2017-07-06,2017-11-04
6,1,cabeamentoestruturadoideal.com.br,4,177.11.53.152,br,2017-01-23,2017-12-07
3,0,onetrix.com.br,4,187.17.111.99,br,2017-08-07,2017-10-03
7,5,list-of-domains.org,4,198.71.130.63,us,2016-11-09,2017-11-24
2,0,doutorrodiziopizzaria.com.br,4,201.182.97.13,,2017-11-01,2017-12-07
7,28,fait.edu.br,4,186.202.153.5,br,2017-09-23,2017-11-09
0,0,tmontec.com.br,4,186.202.151.151,br,2017-12-06,2017-12-06
1,4,augustocontabil.net.br,4,72.55.185.235,ca,2017-09-22,2017-11-13
1,0,nyaradysystem.com.br,4,186.202.135.240,br,2017-10-24,2017-11-28
1,0,ativatecnologia.com,4,72.8.167.82,us,2017-08-07,2017-11-25
1,0,dbase1.net,4,187.17.111.102,br,2015-09-25,2017-11-30
1,0,gruposk.com.br,4,186.202.150.241,br,2017-06-14,2017-11-30
1,0,azsolucoes.com.br,4,52.91.40.159,us,2016-12-26,2017-12-04
1,0,tbcomp.com.br,4,187.45.195.32,br,2017-06-16,2017-12-08
0,0,sitegur.com,4,5.9.10.113,de,2017-06-29,2017-11-25
14,32,notifyninja.com,3,54.243.6.119,us,2017-11-10,2017-11-10
14,0,webxsites.com.br,3,177.185.194.143,br,2017-11-09,2017-11-25
1,0,webctrl.com.br,3,54.232.99.122,br,2016-09-29,2017-12-07
1,0,viadigital.info,3,186.202.153.159,br,2017-08-12,2017-11-23
1,0,akabuki.com.br,3,162.252.82.193,us,2017-10-11,2017-11-28
1,0,obelisk.com.br,3,199.201.89.99,us,2017-07-05,2017-10-16
5,0,agenciaemergir.com.br,3,66.7.218.146,us,2017-07-22,2017-12-04
2,0,premega.com.br,3,23.239.85.194,us,2017-10-17,2017-12-03
0,0,webwiki.pt,3,144.76.222.78,de,2017-10-04,2017-10-04
1,0,databits.com.br,3,186.202.153.130,br,2017-09-29,2017-11-26
1,0,codemed.com.br,3,177.85.103.66,br,2017-02-03,2017-11-24
10,0,mmsoftwares.com.br,3,177.12.164.113,br,2017-08-20,2017-12-03
1,0,sctsistemas.com,3,177.55.96.223,br,2017-06-22,2017-12-09
1,0,elunion.com.br,3,187.45.240.68,br,2017-10-03,2017-11-25
1,0,qative.com.br,3,191.252.105.82,br,2017-08-23,2017-10-06
0,0,similarto.us,3,104.28.26.107,us,2017-09-18,2017-12-03
4,27,imedicina.com.br,3,71.19.248.74,ca,2017-10-18,2017-12-06
1,0,tdaconsultoriadigital.com.br,2,213.32.15.225,pt,2017-09-19,2017-09-19
13,12,jaison.com.br,2,72.8.128.244,us,2017-07-20,2017-11-16
1,0,attiz.com.br,2,186.202.135.234,br,2017-05-04,2017-12-04
0,0,brafil4.com.br,2,187.73.33.214,br,2017-12-01,2017-12-01
1,0,brisamaritima.com.br,2,198.136.59.20,us,2017-09-28,2017-11-27
0,0,impreza.host,2,104.131.98.103,us,2017-12-02,2017-12-02
1,0,codigosistemas.com.br,2,177.20.224.212,br,2017-07-22,2017-12-05
1,0,anesushi.com.br,2,198.136.59.20,us,2017-09-18,2017-12-02
1,0,focustelecom.com.br,2,187.84.230.89,br,2017-09-28,2017-11-30
2,0,twcom.com.br,2,187.108.195.119,br,2017-09-09,2017-11-26
1,0,tayshy.com.br,2,198.136.59.20,us,2017-08-26,2017-12-08
2,0,enuve.com.br,2,162.254.149.9,us,2017-07-07,2017-11-22
13,0,tecnosys.net.br,2,23.97.96.32,br,2017-01-27,2017-11-14
1,0,barcamaroteum.com.br,2,201.182.97.13,,2017-10-25,2017-12-07
1,3,fabad.edu.br,2,192.241.161.63,us,2017-10-01,2017-11-28
2,0,jaartefatos.com.br,2,177.11.54.106,br,2017-09-11,2017-11-12
5,0,marckdesigner.com.br,2,187.84.224.237,br,2017-09-07,2017-11-08
1,0,transportadorajacarei.com.br,2,167.114.65.231,ca,2017-05-01,2017-12-03
0,0,websitelists.in,2,104.27.138.254,us,2016-11-23,2017-12-07
3,7,sialog.com.br,2,209.126.105.183,us,2017-06-16,2017-10-27
29,34,boxloja.com,2,45.55.105.251,us,2017-03-31,2017-11-26
1,0,farmaconde.net.br,2,179.188.11.22,br,2017-11-16,2017-11-16
7,0,inforeason.com.br,2,187.1.24.30,br,2017-07-14,2017-12-07
2,0,madeireirasilpinus.com.br,2,72.8.157.17,us,2017-05-20,2017-12-09
2,0,livrariaescarlata.com,2,45.55.105.251,us,2017-04-08,2017-12-05
2,0,tattoomastergrid.com.br,2,179.188.11.96,br,2017-06-17,2017-12-08
2,0,pegueprontorefeicoes.com.br,2,198.136.59.20,us,2017-09-09,2017-12-07
1,0,confidenceitservices.com,2,107.180.50.184,us,2017-11-11,2017-11-26
24,24,onlinesites.com.br,2,104.25.181.101,us,2017-09-16,2017-12-03
1,0,hawk.com.br,2,72.14.176.191,us,2017-04-01,2017-11-19
1,0,cesta-cafe-manha-curitiba.com.br,2,198.136.59.20,us,2017-09-23,2017-12-07
9,8,webnamelist.com,2,198.71.130.63,us,2017-03-04,2017-10-26
1,0,hacsanovais.com.br,2,188.93.231.14,pt,2017-06-24,2017-11-22
2,0,credinfo.com.br,2,177.12.163.19,br,2017-01-23,2017-11-22
1,0,pregogalvanizadoafogo.com.br,2,177.11.54.106,br,2017-09-26,2017-11-12
10,4,digifred.net.br,2,200.155.7.234,br,2017-10-25,2017-11-26
16,30,chromebeat.com,2,104.197.139.51,us,2016-12-31,2017-10-24
8,6,stockgrupo.com.br,2,186.209.225.42,br,2017-10-26,2017-11-26
1,0,bvtelecom.com.br,2,177.53.35.84,br,2017-09-17,2017-10-19
37,44,mma.gov.br,2,200.198.242.71,br,2017-07-23,2017-11-26
12,3,organizeti.com.br,2,191.252.92.2,br,2017-09-12,2017-12-04
5,2,mauavirtual.com.br,2,177.185.196.75,br,2017-10-23,2017-11-22
5,2,digifred.com.br,2,200.155.7.234,br,2017-04-07,2017-12-01
1,0,agape.net.br,2,149.56.175.201,ca,2017-05-14,2017-12-07
1,0,uniodontoap.com.br,2,198.50.146.65,ca,2017-06-16,2017-11-16
1,0,alfaconsultoria.digital,2,191.6.202.82,br,2017-06-11,2017-11-29
1,0,uniaourgencias.com.br,2,177.11.54.106,br,2017-10-01,2017-12-04
1,0,hobbymodelismobarato.com.br,2,198.136.50.194,us,2017-10-07,2017-11-24
9,9,hardlink.com.br,2,186.202.151.3,br,2017-06-16,2017-12-02
1,0,ndstecnologia.com.br,2,186.202.135.240,br,2017-09-27,2017-11-30
13,9,tdainformatica.com.br,2,177.70.23.86,br,2016-12-28,2017-09-24
1,0,goldmetalsc.com.br,2,177.11.54.106,br,2017-05-20,2017-12-09
1,0,tofacil.com.br,2,67.23.238.66,us,2017-08-21,2017-11-22
2,0,hidramaticocar.com.br,2,177.11.54.106,br,2017-07-15,2017-11-12
12,0,vistastudio.com.br,2,104.131.98.103,us,2017-09-01,2017-10-22
12,14,webbhouse.com.br,2,72.8.167.17,us,2017-03-24,2017-10-09
10,15,digitalhub.com.br,2,192.241.154.103,us,2017-03-15,2017-11-30
1,0,pontotec.net,2,68.168.212.204,us,2016-02-03,2017-11-26
1,0,mribeiroinformatica.com.br,2,174.36.61.194,us,2017-11-11,2017-12-08
1,0,elegantformaturas.com.br,2,200.187.64.188,br,2017-06-19,2017-12-07
4,11,tributomunicipal.com.br,2,187.73.33.13,br,2017-10-20,2017-11-16
2,0,petshoppalace.com.br,2,198.136.59.20,us,2017-09-05,2017-12-07
34,41,pb.gov.br,2,143.208.9.2,br,2017-08-01,2017-11-20
2,0,chowdog.com.br,2,198.136.59.20,us,2017-09-13,2017-09-28
51,55,yolasite.com,2,104.16.161.215,us,2017-04-06,2017-12-02
1,0,netservbrasil.com,2,104.131.98.103,us,2017-09-05,2017-12-07
2,0,lajeslajomar.com.br,1,177.11.54.106,br,2017-10-23,2017-11-07
1,0,ecomadeirastratadassc.com.br,1,177.11.54.106,br,2017-09-26,2017-11-28
8,0,vmisecurity.com,1,162.251.85.205,us,2017-10-20,2017-12-05
1,0,gruposervitec.com.br,1,187.17.111.98,br,2017-07-26,2017-11-23
2,0,localmaq.com.br,1,177.11.54.106,br,2017-08-27,2017-11-12
1,0,fdtecnologia.com.br,1,177.12.169.39,br,2017-07-17,2017-11-11
0,0,vikysalaodebeleza.com.br,1,177.11.54.106,br,2017-12-09,2017-12-09
7,8,tagpoint.com.br,1,104.28.29.161,us,2016-10-18,2017-12-07
1,0,orienteti.com.br,1,177.12.172.112,br,2017-03-31,2017-12-07
2,0,emissornfcefacil.com.br,1,200.98.246.127,br,2017-02-19,2017-10-30
1,0,madeireiratoxinha.com,1,72.8.157.17,us,2017-05-12,2017-12-03
1,0,assistechservice.com,1,187.45.195.189,br,2017-06-21,2017-10-25
2,0,artefatosneis.com.br,1,72.8.157.17,us,2017-05-06,2017-12-08
1,0,artmoveistubular.com.br,1,191.6.194.104,br,2017-07-15,2017-11-28
2,0,grupocata.com.br,1,191.252.51.5,br,2017-06-30,2017-09-14
1,0,walmarys.com.br,1,72.8.157.17,us,2017-07-01,2017-11-28
1,0,suzancomp.com.br,1,186.202.149.93,br,2017-11-05,2017-12-06
2,0,flaviomotta.com,1,177.185.196.50,br,2016-11-23,2017-11-13
3,0,pjtecsystem.com.br,1,200.98.245.5,br,2017-09-22,2017-11-08
1,0,ceramicajavima.com.br,1,177.11.54.106,br,2017-09-26,2017-11-28
1,0,agnaldocorretordeimoveissc.com.br,1,72.8.157.17,us,2017-05-15,2017-11-02
2,0,studioead.com.br,1,187.45.195.176,br,2017-09-16,2017-09-16
1,0,samaraborgescorretora.com.br,1,72.8.157.17,us,2017-05-20,2017-12-09
1,0,angeloecristina.com.br,1,72.8.157.17,us,2017-05-06,2017-11-23
3,0,inovacaorefrigeracao.com.br,1,72.8.157.17,us,2017-05-12,2017-11-18
1,0,phasys.com.br,1,104.28.12.31,us,2017-11-15,2017-11-15
1,0,office-ce.com.br,1,177.185.194.131,br,2017-07-09,2017-11-08
0,0,webworthcalcy.com,1,104.27.141.199,us,2017-09-09,2017-10-08
1,0,fastcomp.com.br,1,177.85.103.66,br,2017-08-07,2017-10-07
2,0,chicorodas.com.br,1,177.11.54.106,br,2017-07-30,2017-11-12
2,0,ibempilhadeiras.com.br,1,177.11.54.106,br,2017-05-17,2017-12-09
1,0,vianauticatransportes.com.br,1,177.11.54.106,br,2017-09-26,2017-10-28
1,0,metalurgicaferrosul.com.br,1,72.8.157.17,us,2017-05-12,2017-12-03
2,0,pizzarialabarrica.com.br,1,72.8.157.17,us,2017-05-12,2017-10-18
1,0,marcenariatomazini.com.br,1,177.11.54.106,br,2017-09-21,2017-12-09
1,0,estruturasmetalicassc.com.br,1,177.11.54.106,br,2017-10-01,2017-12-03
0,0,pierportodasaguias.com.br,1,177.11.54.106,br,2017-12-08,2017-12-08
4,0,consultoriaprebianchi.com.br,1,186.202.161.190,br,2017-09-01,2017-12-02
1,0,sistemanautilus.com,1,179.188.17.52,br,2016-08-04,2017-11-25
13,13,sulconsulti.com.br,1,191.232.0.28,br,2017-07-15,2017-10-11
2,0,spazziomoveis.com.br,1,72.8.157.17,us,2017-05-12,2017-12-04
0,0,websitelist.in,1,104.31.75.53,us,2017-09-09,2017-09-24
1,0,pedalartbicicletas.com.br,1,72.8.157.17,us,2017-07-15,2017-11-28
1,0,ajcinformatica.com.br,1,191.252.136.214,br,2017-10-21,2017-12-07
1,0,realizen.com.br,1,187.45.240.71,br,2017-09-17,2017-09-17
2,0,chacarapequenoparaiso.com.br,1,72.8.157.17,us,2017-05-11,2017-11-18
1,0,marmorariamozart.com.br,1,72.8.157.17,us,2017-05-20,2017-10-06
0,0,settelecom.com.br,1,186.224.33.13,br,2017-11-23,2017-12-09
2,0,jtjateamento.com,1,72.8.157.17,us,2017-05-10,2017-10-11
1,0,marmorariagranimarte.com.br,1,72.8.157.17,us,2017-05-12,2017-12-03
3,0,pisolampisoslaminados.com.br,1,177.11.54.106,br,2017-09-26,2017-10-28
31,36,crayon.co,1,54.186.32.172,us,2017-12-07,2017-12-07
0,0,rankank.com,1,47.88.101.75,us,2017-09-26,2017-10-28
2,0,portalmoveiseesquadrias.com.br,1,72.8.157.17,us,2017-05-20,2017-12-09
2,0,ceramicawippel.com.br,1,177.11.54.106,br,2017-09-21,2017-11-23
4,0,cubosis.com.br,1,209.133.199.180,us,2017-01-31,2017-12-06
2,0,statuseng.com.br,1,188.138.61.175,de,2017-02-01,2017-12-03
1,0,eletromaqrefrigeracao.com.br,1,72.8.157.17,us,2017-05-20,2017-12-09
2,0,comercialjc.net,1,72.8.157.17,us,2017-05-06,2017-12-09
1,0,rsporcelanatoemarmores.com.br,1,177.11.54.106,br,2017-06-27,2017-11-28
2,0,handhelp.com.br,1,186.202.153.82,br,2017-06-24,2017-11-08
1,0,suggest-tool.ru,1,104.24.122.148,us,2017-10-14,2017-10-14
2,0,uviconvidros.com.br,1,72.8.157.17,us,2017-05-12,2017-12-04
1,0,escolaloguscanoas.com.br,1,191.6.200.95,br,2017-11-15,2017-12-01
1,0,wescentralit.com.br,1,186.202.135.240,br,2017-09-07,2017-11-25
3,0,mastertecweb.com.br,1,104.37.35.66,us,2017-07-06,2017-12-07
1,0,usersystem.com.br,1,187.45.195.138,br,2017-07-23,2017-10-31
13,13,mstiinformatica.com.br,1,54.207.67.244,br,2017-09-23,2017-11-25
7,0,lojawebacappella.com.br,1,98.142.97.90,us,2017-09-29,2017-12-01
1,0,infomundi.com.br,1,186.202.151.134,br,2017-11-04,2017-12-06
1,0,refrigeracaofriotec.com.br,1,177.11.54.106,br,2017-10-11,2017-11-12
1,0,thsinfor.com.br,1,191.252.105.122,br,2017-09-27,2017-10-12
1,0,redeuniclinica.com.br,1,200.199.1.37,br,2017-08-25,2017-11-25
1,0,empirehost.com.br,1,186.250.36.50,br,2017-10-02,2017-12-04
39,47,baixaki.com.br,1,23.111.139.203,us,2017-11-27,2017-11-27
1,0,logoo.com.br,1,66.7.217.68,us,2017-01-28,2017-11-28
1,0,playservices.com.br,1,179.188.11.48,br,2017-09-18,2017-09-18
1,0,fcainformaticasp.com.br,1,186.202.135.240,br,2017-11-08,2017-11-24
0,0,masteroeste.com.br,1,149.56.221.40,ca,2017-11-27,2017-11-27
1,0,bellissimajoias.com.br,1,177.11.54.106,br,2017-09-01,2017-10-17
3,9,corpsystem.com.br,1,177.12.161.34,br,2017-10-06,2017-12-09
10,0,predicadobrasil.com.br,1,186.202.153.161,br,2017-07-11,2017-11-10
2,0,primeout.com.br,1,69.64.41.103,us,2017-10-24,2017-11-24
0,0,brweb.xyz,1,192.155.92.219,us,2017-09-24,2017-09-24
0,0,portomoveis.com,1,177.11.54.106,br,2017-12-09,2017-12-09
1,0,akta.com.br,1,104.131.98.103,us,2017-10-17,2017-11-17
1,0,imobanco.com.br,1,191.252.144.154,br,2017-10-30,2017-10-30
2,0,espacocriativodesign.com.br,1,177.11.54.106,br,2017-08-13,2017-11-12
5,0,youngarts.com.br,1,158.69.52.81,ca,2017-05-20,2017-11-22
15,28,ruadireita.com,1,89.26.248.59,pt,2017-06-29,2017-11-26
1,0,agenciasensatto.com.br,1,185.169.96.133,pt,2017-09-30,2017-11-17
3,0,trustmoveissobmedida.com.br,1,72.8.157.17,us,2017-05-20,2017-12-09
0,0,mtech.net.br,1,191.6.204.145,br,2017-12-03,2017-12-03
2,0,jairtrindade.com.br,1,177.11.54.106,br,2017-09-21,2017-11-07
1,0,ammc.com.br,1,187.45.195.29,br,2017-10-29,2017-10-29
1,0,univicosa.edu.br,1,200.199.1.37,br,2017-10-25,2017-11-25
1,0,byteontecnologia.com.br,1,186.202.157.79,br,2017-10-30,2017-11-15
15,26,admais.net,1,177.12.174.93,br,2017-07-04,2017-12-05
1,0,megatecinformatica.com,1,186.202.153.151,br,2014-11-14,2017-11-14
0,0,mitsutec.com.br,1,177.11.54.106,br,2017-12-03,2017-12-03
1,0,solutionsistemasrp.com.br,1,192.111.144.30,us,2017-10-08,2017-11-09
1,0,dutramarmoraria.com.br,1,72.8.157.17,us,2017-07-21,2017-09-16
1,0,empramodpremoldados.com.br,1,177.11.54.106,br,2017-07-03,2017-12-03
2,0,esuv.com.br,1,200.199.1.37,br,2017-11-09,2017-11-25
1,0,relomaxrelogiosdeponto.com.br,1,72.8.157.17,us,2017-05-12,2017-12-04
2,0,jdrewscorretordeimoveis.com.br,1,177.11.54.106,br,2017-10-28,2017-11-12
7,0,uniled.com.br,1,187.45.240.41,br,2017-02-11,2017-11-09
2,0,mazobox.com.br,1,72.8.157.17,us,2017-05-12,2017-12-03
2,0,farmaciaanjofarma.com.br,1,72.8.157.17,us,2017-05-29,2017-11-18
1,1,luizeof.com.br,1,23.179.0.241,ca,2017-11-03,2017-11-03
1,0,segmentodigital.com.br,1,187.45.193.175,br,2017-11-07,2017-12-09
1,0,grupodago.com.br,1,179.127.80.12,br,2017-07-08,2017-11-23
1,0,ceramicaportogalera.com.br,1,72.8.157.17,us,2017-05-11,2017-12-03
21,30,contadores.cnt.br,1,72.55.185.236,ca,2017-09-10,2017-11-13
4,7,tytanio.com.br,1,104.28.5.95,us,2017-10-19,2017-11-18
0,0,saaf.com.br,1,199.201.90.12,us,2017-12-07,2017-12-07
21,31,mustat.com,1,46.105.117.190,fr,2017-07-23,2017-12-05
0,0,verticalti.com.br,1,191.252.4.5,br,2017-12-02,2017-12-02
1,0,fmdarteemacoinox.com.br,1,72.8.157.17,us,2017-05-12,2017-12-03
5,0,vgon.com.br,1,66.7.213.120,us,2017-09-23,2017-11-23
0,0,marcianoimoveissc.com.br,1,177.11.54.106,br,2017-11-28,2017-11-28
2,0,brusaco.com.br,1,177.11.54.106,br,2017-09-21,2017-12-08
1,0,tjimoveis.com,1,186.202.150.20,br,2017-07-20,2017-11-02
7,7,sitefiyatlari.com,1,31.192.214.72,tr,2017-11-05,2017-11-05
12,11,acolweb.com.br,1,191.252.4.20,br,2017-10-13,2017-11-29
0,0,braveeventos.com.br,1,177.11.54.106,br,2017-12-08,2017-12-08
1,0,esferatec.com.br,1,192.169.81.138,us,2017-09-20,2017-12-07
1,0,personalinformatica.com.br,1,192.252.215.223,us,2017-10-22,2017-12-08
1,0,ljlmoveisescolares.com.br,1,177.11.54.106,br,2017-10-01,2017-10-17
2,0,nexusmidia.com.br,1,201.46.54.146,br,2017-11-06,2017-11-22
1,0,atasistemas.com.br,1,187.45.240.72,br,2017-09-10,2017-11-11
2,0,diskmenu.com.br,1,177.11.54.106,br,2017-09-26,2017-11-28
47,48,lojaintegrada.com.br,1,64.71.168.200,us,2017-02-04,2017-12-06
2,0,sandrasalaodebeleza.com.br,1,72.8.157.17,us,2017-05-20,2017-10-06
0,0,appbrain.com,1,104.25.211.29,us,2017-09-17,2017-09-17
6,0,bitlab.com.br,1,187.45.195.183,br,2017-02-28,2017-10-07
1,0,uxtech.info,1,64.90.50.23,us,2017-11-10,2017-11-10
1,0,prosiminfo.com.br,1,103.195.103.202,us,2017-09-29,2017-09-29
4,7,citrox.com.br,1,104.27.145.32,us,2017-08-29,2017-11-30
2,0,madeirasmundial.com.br,1,72.8.157.17,us,2017-05-12,2017-12-03
1,27,colegiogenoma.com.br,1,67.205.149.156,us,2017-04-25,2017-12-01
1,0,dnfrioarcondicionado.com.br,1,72.8.157.17,us,2017-05-29,2017-11-18
0,0,rsatech.com.br,1,177.11.54.106,br,2017-11-28,2017-11-28
2,0,sensibiliteesteticaeforma.com.br,1,72.8.157.17,us,2017-05-12,2017-10-01
2,0,paternolli.com.br,1,189.45.192.37,br,2017-05-08,2017-11-30
1,0,mrtecnologia.com.br,1,187.17.111.98,br,2017-09-24,2017-09-24
2,0,cezarautocenter.com.br,1,177.11.54.106,br,2017-09-26,2017-11-28
1,0,estteio.com.br,1,188.93.231.235,pt,2017-09-21,2017-12-08
1,27,wallstreetcorporate.com,1,107.154.140.242,us,2017-10-26,2017-10-26
0,0,savanacomerciodearmas.com.br,1,177.11.54.106,br,2017-12-09,2017-12-09
2,0,climatizacaomoura.com.br,1,72.8.157.17,us,2017-05-11,2017-10-01
2,0,oesteclimatizacaoitapema.com.br,1,177.11.54.106,br,2017-09-26,2017-11-28
1,0,pagerank.co.in,1,103.21.59.22,ae,2017-05-30,2017-10-02
1,0,eqip.com.br,1,187.45.195.176,br,2017-07-15,2017-11-28
2,0,madeireirairmaossilva.com.br,1,72.8.157.17,us,2017-05-20,2017-10-23
1,0,divibrusque.com,1,177.11.54.106,br,2017-09-11,2017-11-28
10,16,wdmcommerce.com,1,191.6.196.14,br,2017-01-25,2017-09-26
0,0,demandaestruturas.com.br,1,177.11.54.106,br,2017-12-09,2017-12-09
1,0,mazerinformatica.com.br,1,149.56.175.201,ca,2017-10-20,2017-12-06
1,0,marmorariamolinari.com,1,72.8.157.17,us,2017-07-18,2017-11-28
1,0,mhi.com.br,1,66.7.196.140,us,2017-04-15,2017-12-05
2,0,dgglass.com.br,1,72.8.157.17,us,2017-05-20,2017-12-09
0,0,itsc.net.br,1,177.11.54.106,br,2017-12-08,2017-12-08
0,0,cimedocupacional.com.br,1,187.17.111.101,br,2017-08-21,2017-10-01
