Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"sistema de controle de chamados","5","0","90","39.79","3.84","https://blog.octadesk.com/planilha-de-controle-de-chamados/","0.27","0.05","0.90","1300000","0.71,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.71,0.14","1513426362"
"service desk logo","6","3","90","39.86","0.00","https://www.octadesk.com/","0.27","0.00","0.17","39700000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1511189691"
"profissional de atendimento ao cliente","4","0","70","52.01","0.94","https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/","0.27","0.01","0.23","1770000","0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33,0.78","1511208299"
"service desk ou help desk","5","0","90","48.25","8.79","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.27","0.14","0.46","18600000","0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11,0.56","1513430896"
"service desk help","4","0","70","47.39","0.00","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.27","0.00","0.29","28200000","0.71,0.14,0.14,0.57,0.14,0.14,1.00,0.14,0.57,0.57,0.14,0.29","1511329828"
"service desk o que é","3","0","50","60.39","34.67","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.27","0.55","0.36","26900000","0.57,0.57,1.00,0.71,0.57,0.29,0.57,0.57,0.71,0.71,0.71,1.00","1512587093"
"a qualidade no atendimento ao cliente em uma empresa","11","0","90","57.64","0.55","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.27","0.00","0.33","34800000","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1513439990"
"sistem helpdesk","4","7","70","41.35","0.00","https://www.octadesk.com/","0.27","0.00","0.00","5070000","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14","1511353645"
"processo de atendimento ao cliente fluxograma","6","18","90","68.55","0.00","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.27","0.00","0.23","550000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1513554024"
"excelencia no atendimento","16","15","880","69.70","1.30","https://blog.octadesk.com/excelencia-no-atendimento-importancia/","0.27","0.01","0.21","367000","0.88,0.88,0.88,0.88,0.88,0.48,0.72,0.72,0.88,0.72,1.00,0.88","1511613417"
"sistema de help desk","7","7","110","28.81","139.54","https://www.octadesk.com/","0.27","2.22","0.99","1670000","0.50,0.79,0.79,0.64,0.79,0.64,0.79,0.79,1.00,0.79,1.00,0.79","1512412209"
"controle de chamados free","11","8","90","57.77","21.08","https://blog.octadesk.com/planilha-de-controle-de-chamados/","0.27","0.31","0.82","1980000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1513464107"
"dicas de bom atendimento","5","0","90","62.08","1.72","https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/","0.27","0.02","0.02","3020000","1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00,0.56","1513439559"
"como fazer uma reclamação no reclame aqui","11","0","70","74.61","0.16","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.20","0.00","0.03","4100000","0.01,0.12,0.06,0.12,0.36,0.29,0.03,0.15,0.04,1.00,0.54,0.24","1511211668"
"dicas para um bom atendimento ao cliente","7","0","90","62.34","1.27","https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/","0.20","0.01","0.16","2820000","1.00,0.82,1.00,1.00,1.00,0.64,0.45,0.64,0.45,0.64,0.64,0.64","1512532948"
"sistema help desk","8","7","110","37.47","69.48","https://www.octadesk.com/","0.20","0.82","0.99","1060000","0.64,1.00,0.64,0.64,0.64,0.36,0.79,0.64,1.00,1.00,0.79,1.00","1512469828"
"qualidade ao atendimento ao cliente","7","0","90","55.12","2.24","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.20","0.02","0.25","11400000","0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11,0.56","1513427834"
"tag chat site","11","0","70","49.24","0.00","https://blog.octadesk.com/tag/chat-para-site/","0.20","0.00","0.00","15000000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1511316899"
"o que e outubro rosa","9","0","110","60.36","0.00","https://blog.octadesk.com/outubro-rosa/","0.20","0.00","0.00","12100000","0.01,0.01,0.07,1.00,0.11,0.01,0.01,0.00,0.01,0.01,0.01,0.00","1512504627"
"helpdesck","10","16","110","48.11","84.04","https://www.octadesk.com/","0.20","1.00","0.63","188000000","0.79,0.79,0.79,0.64,0.64,0.64,0.79,0.64,1.00,0.79,0.79,0.64","1512489640"
"importancia do atendimento ao cliente","11","0","70","52.03","0.00","https://blog.octadesk.com/excelencia-no-atendimento-importancia/","0.20","0.00","0.01","400000","0.78,0.78,1.00,1.00,1.00,0.44,0.56,0.44,0.78,0.78,0.78,1.00","1512494639"
"qualidade atendimento ao cliente","6","0","70","54.70","0.74","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.20","0.00","0.28","33100000","0.19,0.10,0.02,0.10,0.02,0.19,1.00,0.23,0.10,0.10,0.54,0.54","1511254175"
"perfil de um bom profissional","9","0","110","65.17","1.14","https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/","0.20","0.01","0.02","11900000","0.82,0.65,0.82,0.65,0.65,0.41,0.65,0.65,1.00,0.65,0.65,0.65","1512440215"
"rodrigo ricco","18","14","1300","81.19","0.00","https://blog.octadesk.com/epoca-negocios-rodrigo-ricco/","0.20","0.00","0.00","489000","0.54,0.02,1.00,0.02,0.03,0.30,0.44,0.07,0.12,0.12,0.81,0.02","1511604100"
"sistema de help desk","8","0","110","28.81","139.54","https://www.octadesk.com/help-desk","0.20","1.67","0.99","1670000","0.50,0.79,0.79,0.64,0.79,0.64,0.79,0.79,1.00,0.79,1.00,0.79","1512412209"
"sistema de help desk","9","0","110","28.81","139.54","https://www.octadesk.com/funcionalidades/atendimento-ao-cliente","0.20","1.67","0.99","1670000","0.50,0.79,0.79,0.64,0.79,0.64,0.79,0.79,1.00,0.79,1.00,0.79","1512412209"
"banner outubro rosa","13","0","390","57.77","1.85","https://blog.octadesk.com/outubro-rosa/","0.20","0.02","0.03","1690000","0.01,0.06,0.03,0.06,0.03,0.03,0.01,0.03,0.02,0.02,0.24,1.00","1513313257"
"help desk e service desk","3","0","30","45.34","46.04","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.13","0.45","0.70","30900000","0.40,0.40,0.40,0.60,0.40,0.40,0.40,0.40,1.00,0.80,0.80,0.80","1513098569"
"a importancia do atendimento ao cliente","10","0","90","56.43","1.95","https://blog.octadesk.com/excelencia-no-atendimento-importancia/","0.13","0.01","0.03","402000","0.64,0.82,0.82,1.00,1.00,0.64,0.45,0.64,0.82,0.82,0.82,0.82","1512409837"
"planilha de dados cadastrais de clientes","10","0","70","62.36","0.03","https://blog.octadesk.com/planilha-de-cadastro-de-clientes/","0.13","0.00","0.40","384000","0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56,0.22","1511236341"
"qualidade do atendimento","6","0","50","58.16","2.50","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.13","0.01","0.05","36800000","0.56,0.78,0.78,0.78,0.78,0.33,0.22,0.44,0.78,0.56,1.00,0.78","1512610175"
"sevice desk","9","0","70","55.71","0.00","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.13","0.00","0.61","29100000","0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.29,0.29,0.29,1.00","1511287043"
"atendimento help desk","5","0","40","59.95","27.57","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.13","0.18","0.94","491000","0.29,0.43,0.57,0.43,0.57,0.43,0.43,0.43,1.00,0.57,1.00,0.71","1513157847"
"help desk sistema","7","8","70","42.09","8.40","https://www.octadesk.com/","0.13","0.08","0.95","1230000","1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44,0.22","1511150269"
"qualidade em atendimento","9","0","70","55.81","0.00","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.13","0.00","0.06","27600000","1.00,1.00,1.00,1.00,1.00,0.71,0.57,0.57,1.00,1.00,1.00,0.71","1512587986"
"qualidade em atendimento","10","0","70","55.81","0.00","https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/","0.13","0.00","0.06","27600000","1.00,1.00,1.00,1.00,1.00,0.71,0.57,0.57,1.00,1.00,1.00,0.71","1512587986"
"como atender um cliente com qualidade","5","9","40","67.23","0.58","http://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/","0.13","0.00","0.21","1110000","1.00,0.57,0.71,0.43,0.43,0.57,0.29,0.43,0.43,0.43,0.71,0.43","1509308423"
"heldesk","5","16","50","55.04","0.00","https://www.octadesk.com/","0.13","0.00","0.85","189000000","1.00,1.00,1.00,1.00,0.71,0.57,0.71,0.71,1.00,0.57,0.71,0.71","1512562373"
"o que help desk","4","0","30","67.62","0.00","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.13","0.00","0.63","247000000","1.00,1.00,1.00,1.00,1.00,0.67,0.67,0.67,1.00,0.67,1.00,0.67","1513189022"
"história do atendimento ao cliente","8","0","90","61.83","0.03","https://blog.octadesk.com/historia-de-terror-de-atendimento-ao-cliente-verdadeira-parte-1/","0.13","0.00","0.24","665000","0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22,0.56","1513469016"
"sistema de helpdesk","8","7","70","37.84","89.65","https://www.octadesk.com/","0.13","0.67","0.99","514000","0.78,0.78,1.00,1.00,0.56,0.44,0.78,0.78,1.00,0.44,0.78,0.78","1512439997"
"sistema de helpdesk","9","0","70","37.84","89.65","https://www.octadesk.com/funcionalidades/atendimento-ao-cliente","0.13","0.67","0.99","514000","0.78,0.78,1.00,1.00,0.56,0.44,0.78,0.78,1.00,0.44,0.78,0.78","1512439997"
"gestão de atendimento ao publico","7","0","70","63.61","1.98","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.13","0.01","0.40","21000000","0.56,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,0.56,0.22","1511150078"
"dicas de atendimento ao cliente","15","0","480","64.98","1.30","https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/","0.13","0.00","0.16","748000","0.66,0.81,1.00,0.81,0.81,0.44,0.66,0.66,1.00,1.00,1.00,1.00","1513255461"
"bom atendimento ao cliente","15","0","590","59.57","2.11","https://blog.octadesk.com/guia-de-atendimento-ao-cliente/","0.13","0.01","0.07","2650000","0.82,0.82,1.00,0.82,0.82,0.54,0.54,0.67,1.00,0.82,1.00,0.82","1512548566"
"service desck","6","0","50","55.47","27.76","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.13","0.24","0.74","26200000","0.57,0.71,0.71,1.00,0.71,0.71,1.00,1.00,1.00,0.71,0.71,1.00","1512587307"
"chat on site","9","17","90","52.02","0.00","https://www.octadesk.com/chat-para-site","0.13","0.00","0.60","429000000","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1510551381"
"como fazer um atendimento com qualidade","8","0","90","57.93","0.91","https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/","0.13","0.00","0.24","31200000","0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11,0.56","1513442955"
"outubro rosa no mundo","9","0","90","61.93","3.22","https://blog.octadesk.com/outubro-rosa/","0.13","0.02","0.10","4100000","0.02,0.15,0.02,0.15,0.02,0.08,0.03,0.02,0.05,0.05,0.02,1.00","1513424120"
"gestão de atendimento","8","0","70","52.06","2.99","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.13","0.01","0.50","22500000","0.15,0.03,0.12,0.03,1.00,0.07,0.02,0.07,0.12,0.12,0.15,0.29","1511158327"
"padrão de atendimento ao cliente","4","0","30","48.95","2.96","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.13","0.01","0.15","822000","0.80,1.00,0.60,0.60,0.40,0.20,0.60,0.40,0.60,0.80,0.80,1.00","1513119016"
"chat por telefone","16","0","260","71.40","0.09","https://blog.octadesk.com/chat-telefone-octadesk-novos-canais-de-atendimento/","0.06","0.00","0.53","6060000","1.00,0.66,0.66,0.81,0.81,1.00,1.00,0.81,0.53,0.53,0.66,0.53","1511888369"
"um bom atendimento","12","0","110","63.56","0.26","https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/","0.06","0.00","0.08","6610000","0.65,0.65,1.00,0.82,0.82,0.41,0.65,0.65,0.82,0.65,0.82,0.82","1512470600"
"help desk online","10","12","50","45.34","40.11","https://www.octadesk.com/","0.06","0.21","0.88","130000000","0.71,0.71,0.71,0.71,0.57,0.43,0.57,0.71,1.00,0.71,0.71,0.71","1512605392"
"treinamento qualidade no atendimento","12","0","90","44.61","4.00","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.06","0.01","0.20","1350000","1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00,0.56","1513431601"
"helpdek","11","0","30","53.48","0.00","https://www.octadesk.com/","0.06","0.00","0.60","184000000","0.80,0.80,1.00,0.60,0.40,0.40,0.60,0.60,0.80,0.60,0.40,0.60","1511893328"
"o que é helpdesk","10","13","40","70.75","0.00","http://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.06","0.00","0.29","1070000","0.80,0.80,0.80,1.00,1.00,0.40,0.80,0.80,1.00,0.80,1.00,1.00","1509342952"
"on site chat","12","13","90","46.31","0.00","https://www.octadesk.com/chat-para-site","0.06","0.00","0.00","269000000","0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14","1513566699"
"o que é o reclame aqui","11","0","40","78.41","0.00","https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/","0.06","0.00","0.00","8250000","0.43,0.71,0.71,0.57,0.57,0.57,0.29,0.57,0.57,0.71,1.00,0.71","1512985300"
"sistema sucesso","10","92","260","63.01","2.02","https://www.octadesk.com/casos-de-sucesso/sistema-de-atendimento","0.06","0.00","0.08","31800000","0.82,0.07,0.29,0.67,1.00,0.44,0.10,0.24,0.01,0.15,0.15,0.36","1513287748"
"qualidade em atendimento ao cliente","9","0","50","56.79","2.08","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.06","0.00","0.09","12600000","0.57,0.43,0.71,1.00,0.57,0.43,0.29,0.43,0.71,0.71,1.00,0.71","1512550464"
"o que é atendimento","18","0","390","73.91","22.51","https://blog.octadesk.com/diferencas-service-desk-e-help-desk/","0.06","0.09","0.06","434000000","0.24,0.16,0.67,0.16,0.30,1.00,0.19,0.44,0.30,0.30,0.55,1.00","1513120858"
"dicas atendimento ao cliente","10","0","40","64.13","0.00","https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/","0.06","0.00","0.09","525000","0.60,0.80,1.00,0.80,1.00,0.40,0.80,0.40,1.00,0.80,0.80,0.80","1512977776"
"procedimento de atendimento ao cliente","7","0","30","54.05","0.00","https://blog.octadesk.com/gestao-de-processos-no-atendimento/","0.06","0.00","0.09","472000","0.80,0.80,0.60,0.60,0.40,0.40,1.00,0.40,0.80,0.40,0.60,0.40","1513108900"
"qualidade do atendimento ao cliente","9","0","40","50.20","0.00","https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/","0.06","0.00","0.04","11400000","0.29,0.43,0.71,0.43,0.71,0.29,0.43,0.29,1.00,0.43,1.00,0.43","1513099956"
"help disk","6","0","20","56.10","0.00","https://www.octadesk.com/","0.06","0.00","0.63","186000000","0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67,1.00,0.67,1.00,0.33","1511387850"
