Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"sistema help desk","1","1","110","37.47","69.48","https://www.acelerato.com/","1.38","4.59","0.99","1060000","0.64,1.00,0.64,0.64,0.64,0.36,0.79,0.64,1.00,1.00,0.79,1.00","1512469828"
"controle de chamados","1","1","110","34.39","3.51","https://www.acelerato.com/atendimento/controle-de-chamados/","1.38","0.22","0.69","1450000","1.00,0.04,0.36,0.15,0.07,0.07,0.07,0.54,0.04,0.82,0.44,0.82","1509695151"
"sistema de help desk","1","2","110","28.81","139.54","https://www.acelerato.com/","1.38","9.21","0.99","1670000","0.50,0.79,0.79,0.64,0.79,0.64,0.79,0.79,1.00,0.79,1.00,0.79","1512412209"
"sistema de atendimento online","1","5","90","41.83","5.67","https://www.acelerato.com/atendimento/sistema-de-atendimento-online/","1.13","0.30","0.93","4190000","0.82,1.00,0.82,0.64,0.45,0.45,0.82,0.82,1.00,0.45,0.64,0.82","1512405459"
"sistema de controle de chamados","1","1","90","41.49","3.84","https://www.acelerato.com/atendimento/controle-de-chamados/","1.13","0.20","0.90","1270000","0.71,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.71,0.14","1509616412"
"software help desk","1","1","90","50.23","61.46","https://www.acelerato.com/atendimento/","1.13","3.31","0.96","6160000","0.79,0.79,0.64,0.79,0.50,0.36,0.50,0.50,1.00,0.64,0.79,0.64","1512455248"
"software para abertura de chamados","1","2","90","59.58","3.84","https://www.acelerato.com/atendimento/","1.13","0.20","0.91","10900000","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1509615309"
"help software","1","5","90","42.18","0.00","https://www.acelerato.com/atendimento/","1.13","0.00","0.67","1850000000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1509735489"
"help dest","1","1","90","56.25","0.00","https://www.acelerato.com/atendimento/","1.13","0.00","0.57","20400000","0.11,0.11,0.44,1.00,0.11,0.11,0.22,0.56,0.33,0.33,0.11,0.56","1509739096"
"software help","1","1","90","48.58","0.00","https://www.acelerato.com/atendimento/","1.13","0.00","0.17","2645032000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1509696135"
"empatia com o cliente","1","1","90","49.00","0.00","http://blog.acelerato.com/atendimento/empatia-atendimento-ao-cliente/","1.13","0.00","0.00","599000","0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11,0.56","1510509743"
"extreme programming","11","10","880","66.56","0.00","http://blog.acelerato.com/agile/o-que-e-extreme-programming/","1.11","0.00","0.01","16600000","0.48,0.88,1.00,0.72,0.88,0.59,0.48,0.72,1.00,1.00,1.00,1.00","1511680073"
"a importancia do treinamento","6","8","720","58.19","1.07","http://blog.acelerato.com/gestao/importancia-do-treinamento/","0.97","0.04","0.12","1420000","0.24,0.08,0.02,0.08,0.30,0.16,0.30,0.67,0.08,0.44,0.55,1.00","1513097559"
"o que é faq","3","3","390","77.85","0.00","http://blog.acelerato.com/artigo/o-que-e-faq-e-como-elabora-lo/","0.94","0.00","0.00","559000000","0.19,1.00,0.44,1.00,0.67,0.67,0.15,0.36,0.24,0.24,0.36,0.24","1511418718"
"excelência no atendimento ao cliente","11","24","720","71.14","3.29","http://blog.acelerato.com/artigo/dicas-para-se-obter-excelencia-no-atendimento-presencial-ao-cliente/","0.89","0.14","0.40","597000","1.00,0.09,0.02,0.09,0.29,0.10,0.82,0.03,0.02,0.02,0.02,0.02","1511632312"
"qual a importancia do marketing na empresa","1","1","70","61.80","0.00","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.86","0.00","0.25","18800000","1.00,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,1.00,0.22","1511751226"
"sla service desk","1","1","70","43.29","0.00","http://blog.acelerato.com/help-desk/help-desk-os-beneficios-do-sla/","0.86","0.00","0.62","672000","0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33,0.78","1511703076"
"qual a importância do marketing nas empresas","1","1","70","50.74","0.00","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.86","0.00","0.20","18300000","1.00,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,1.00,0.22","1511740065"
"help desk sistema","1","1","70","42.09","8.40","https://www.acelerato.com/","0.86","0.34","0.95","1230000","1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44,0.22","1511150269"
"service desk sla","1","1","70","38.36","20.07","http://blog.acelerato.com/help-desk/help-desk-os-beneficios-do-sla/","0.86","0.84","1.00","865000","0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33,0.78","1511151452"
"software for helpdesk","1","2","70","47.42","0.00","https://www.acelerato.com/atendimento/","0.86","0.00","0.00","39300000","1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11","1511330502"
"sistema de helpdesk","1","1","70","37.84","89.65","https://www.acelerato.com/","0.86","3.76","0.99","514000","0.78,0.78,1.00,1.00,0.56,0.44,0.78,0.78,1.00,0.44,0.78,0.78","1512439997"
"sistem helpdesk","1","1","70","41.35","0.00","https://www.acelerato.com/","0.86","0.00","0.00","5070000","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14","1511353645"
"sistema helpdesk","1","1","70","42.50","81.96","https://www.acelerato.com/","0.86","3.44","0.99","499000","0.78,0.78,0.78,0.78,0.33,0.56,0.78,1.00,0.78,1.00,0.78,0.78","1512437422"
"preciso de motivação","1","1","70","77.19","0.00","http://blog.acelerato.com/artigo/voce-precisa-de-motivacao-ou-de-automotivacao/","0.86","0.00","0.09","1410000","0.78,0.56,0.56,0.78,0.78,0.44,1.00,0.56,0.78,0.78,1.00,0.56","1512503211"
"sistema de gestao de projetos","1","1","70","43.94","0.00","https://www.acelerato.com/projetos/","0.86","0.00","0.82","570000","0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29,0.29","1511286532"
"qual a importancia do marketing","3","3","320","54.69","2.47","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.75","0.08","0.10","18200000","0.30,0.30,0.03,0.30,0.36,0.19,0.24,1.00,0.67,0.67,0.55,0.24","1513240784"
"importancia do marketing","3","3","320","64.52","4.79","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.75","0.17","0.02","15700000","0.35,0.67,0.81,0.81,0.67,0.29,0.23,0.35,1.00,1.00,1.00,0.81","1508846174"
"base de conhecimento","4","5","390","62.11","3.65","http://blog.acelerato.com/artigo/a-importancia-de-ter-uma-base-de-conhecimento/","0.73","0.12","0.12","19700000","0.66,0.66,0.66,0.66,0.66,0.44,0.54,0.66,1.00,0.81,0.81,1.00","1513135944"
"planning poker","11","13","590","46.44","0.00","http://blog.acelerato.com/agile/utilizando-planning-poker-para-estimar-seu-backlog/","0.73","0.00","0.00","12900000","0.67,0.67,1.00,1.00,0.82,0.67,0.67,0.67,1.00,1.00,1.00,1.00","1511694289"
"regras de atendimento ao cliente","1","1","50","67.86","1.79","http://blog.acelerato.com/atendimento/8-regras-para-um-bom-atendimento-ao-cliente/","0.62","0.04","0.09","620000","0.43,0.57,0.71,1.00,0.71,0.43,0.71,0.71,0.71,1.00,0.71,0.71","1512555177"
"o que é pmp","4","5","320","63.21","5.24","http://blog.acelerato.com/projetos/o-que-e-pmp/","0.59","0.14","0.12","2520000","0.19,0.19,0.81,0.19,0.54,0.29,0.24,0.54,0.81,0.81,1.00,0.81","1513245484"
"marketing nas empresas","2","2","170","62.41","1.53","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.59","0.04","0.21","60800000","0.35,0.65,0.81,0.81,1.00,0.42,0.12,0.35,1.00,0.81,1.00,1.00","1512513550"
"pensamento sistêmico","11","18","480","64.12","0.00","http://blog.acelerato.com/projetos/pensamento-sistemico/","0.59","0.00","0.02","223000","0.82,0.67,0.36,0.54,0.82,0.67,0.67,0.36,0.36,0.54,1.00,0.82","1513195786"
"sistema de chamados free","11","10","480","58.38","56.83","https://www.acelerato.com/atendimento/controle-de-chamados/","0.59","1.63","0.88","1940000","0.19,0.30,0.67,0.30,0.24,0.19,0.24,1.00,0.67,0.67,0.36,0.10","1513222647"
"o que é help desk","11","11","480","66.37","16.97","http://blog.acelerato.com/help-desk/competencias-de-um-profissional-de-help-desk/","0.59","0.48","0.36","186000000","0.81,1.00,0.81,1.00,0.66,0.54,0.66,0.81,1.00,1.00,1.00,0.81","1513121086"
"itsm","10","8","720","50.30","7.33","http://blog.acelerato.com/artigo/entenda-o-que-e-itsm/","0.56","0.19","0.12","4660000","0.82,0.67,0.82,0.82,0.82,0.55,0.67,0.67,1.00,0.82,1.00,0.82","1511662313"
"empresas de software","6","8","390","56.48","7.26","https://www.acelerato.com/pages/segmentos/empresas-software/","0.51","0.17","0.96","58700000","0.67,1.00,1.00,1.00,0.67,0.54,0.67,0.67,1.00,0.81,0.81,0.81","1511800893"
"a importancia do marketing","3","3","210","54.91","0.00","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.48","0.00","0.02","18200000","0.28,0.54,0.67,0.82,0.67,0.23,0.23,0.36,0.82,0.67,1.00,0.82","1512523410"
"help desk software","2","4","140","51.50","58.23","https://www.acelerato.com/atendimento/","0.48","1.35","0.95","67400000","0.82,0.82,0.82,0.82,1.00,0.65,0.53,0.53,0.65,0.65,0.82,0.82","1512400184"
"software para help desk","1","1","40","54.01","58.66","https://www.acelerato.com/atendimento/","0.48","1.40","0.94","105000000","0.43,0.43,0.57,1.00,0.29,0.43,0.43,0.43,0.71,0.57,0.43,0.57","1513174925"
"auto motivação","10","8","590","79.63","0.74","http://blog.acelerato.com/artigo/voce-precisa-de-motivacao-ou-de-automotivacao/","0.46","0.01","0.02","908000","0.39,0.48,0.11,0.48,0.11,0.72,1.00,0.14,0.21,0.21,0.21,0.32","1511691354"
"o que é chefe","10","0","590","85.15","0.78","http://blog.acelerato.com/artigo/chefe-ou-lider-o-que-e-mais-importante-para-a-sua-empresa/","0.46","0.01","0.01","599000000","0.19,0.19,0.81,0.19,0.54,0.29,0.24,0.54,0.81,0.81,1.00,0.81","1510505299"
"excelência no atendimento","10","14","590","73.69","1.40","http://blog.acelerato.com/artigo/dicas-para-se-obter-excelencia-no-atendimento-presencial-ao-cliente/","0.46","0.02","0.18","603000","0.67,0.82,0.82,0.82,0.82,0.54,0.67,0.67,0.82,0.82,1.00,0.82","1510506185"
"armadilhas da mente","12","13","1300","77.32","0.22","http://blog.acelerato.com/artigo/as-4-armadilhas-da-mente-humana/","0.43","0.00","0.05","459000","0.67,0.54,0.44,1.00,0.06,0.16,0.30,0.44,0.20,0.12,0.12,0.81","1511602835"
"software de help desk","1","1","30","53.49","98.51","https://www.acelerato.com/atendimento/","0.37","1.77","1.00","62000000","1.00,0.80,0.60,0.40,0.40,0.20,0.40,0.40,0.80,0.40,0.80,0.80","1513095819"
"software helpdesk","1","2","30","49.76","76.65","https://www.acelerato.com/atendimento/","0.37","1.37","0.95","42100000","0.80,0.40,0.60,1.00,0.40,0.40,0.40,0.60,1.00,0.80,0.60,0.60","1513104681"
"joyce souza","10","0","480","80.60","0.00","http://blog.acelerato.com/author/joyce-souza/","0.37","0.00","0.00","8880000","0.16,0.10,0.44,1.00,0.44,0.16,0.12,0.30,0.44,0.44,0.82,0.67","1513220862"
"sistema de atendimento","2","2","110","41.60","6.58","https://www.acelerato.com/atendimento/sistema-de-atendimento-online/","0.37","0.11","0.88","38900000","0.65,0.82,0.82,0.65,0.65,0.41,0.65,0.65,1.00,0.65,0.82,0.65","1512410130"
"software de helpdesk","1","1","30","51.69","49.82","https://www.acelerato.com/atendimento/","0.37","0.89","0.93","18400000","0.80,0.40,0.40,0.40,0.20,0.40,0.60,0.60,1.00,0.80,0.40,0.40","1513095237"
"sistema de sac","1","1","30","67.03","2.99","https://www.acelerato.com/pages/segmentos/sac/","0.37","0.04","0.59","19900000","0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.33,0.56,0.33,1.00,0.33","1513136483"
"o que é help desk","10","13","480","66.37","16.97","http://blog.acelerato.com/help-desk/o-que-e-help-desk/","0.37","0.31","0.36","186000000","0.81,1.00,0.81,1.00,0.66,0.54,0.66,0.81,1.00,1.00,1.00,0.81","1513121086"
"o que é workflow","12","12","880","46.60","1.56","http://blog.acelerato.com/projetos/entenda-o-que-e-workflow-e-como-ele-pode-beneficiar-sua-empresa/","0.29","0.02","0.05","2350000","0.44,0.67,0.15,0.67,0.15,0.44,0.54,0.24,0.15,0.15,0.82,1.00","1511599103"
"sistema para abertura de chamados","2","3","90","58.51","2.41","https://www.acelerato.com/atendimento/controle-de-chamados/","0.29","0.03","0.79","808000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1509617208"
"sla service desk","2","2","70","43.29","0.00","http://blog.acelerato.com/help-desk/help-desk-se-preparando-para-estabelecer-um-sla/","0.24","0.00","0.62","672000","0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33,0.78","1511703076"
"o que é pmi","12","14","720","63.84","5.67","http://blog.acelerato.com/projetos/o-que-e-pmi/","0.24","0.06","0.04","2600000","0.48,0.72,0.88,0.59,0.72,0.48,0.39,0.59,1.00,0.72,0.72,0.72","1512510106"
"software para sac","1","1","20","44.96","9.80","https://www.acelerato.com/pages/segmentos/sac/","0.24","0.11","1.00","44200000","0.67,0.33,0.33,0.67,0.67,1.00,0.67,0.33,0.67,0.33,0.67,0.67","1511810017"
"sistema service desk","1","2","20","47.54","29.91","https://www.acelerato.com/","0.24","0.35","0.89","1810000","0.40,0.40,0.40,0.20,1.00,0.40,0.40,0.40,0.40,0.40,0.60,0.40","1511388369"
"service desk sla","2","2","70","38.36","20.07","http://blog.acelerato.com/help-desk/help-desk-se-preparando-para-estabelecer-um-sla/","0.24","0.23","1.00","865000","0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33,0.78","1511151452"
"a importancia do marketing nas organizações","2","3","70","56.41","6.71","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.24","0.07","0.07","362000","0.10,0.12,0.04,0.12,0.12,0.03,0.07,0.03,0.06,0.06,1.00,0.82","1511187133"
"software sac","1","1","20","48.83","5.86","https://www.acelerato.com/pages/segmentos/sac/","0.24","0.06","0.94","11700000","0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.33,1.00,1.00,0.33,0.67","1511699549"
"sistemas de help desk","1","1","20","32.20","36.20","https://www.acelerato.com/","0.24","0.43","0.88","1210000","0.67,0.67,0.67,1.00,0.67,0.67,0.67,1.00,1.00,0.67,0.67,1.00","1511726452"
"ferramentas de help desk","2","2","70","54.51","30.66","http://blog.acelerato.com/help-desk/9-consideracoes-antes-de-escolher-sua-ferramenta-de-help-desk/","0.24","0.35","0.95","383000","0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.78,0.78,0.78,0.78","1511155925"
"ferramenta itil","1","1","20","52.47","3.22","http://blog.acelerato.com/agile/itil-como-ferramenta-no-desenvolvimento-estrategico-de-sua-empresa/","0.24","0.03","0.61","144000","0.67,1.00,1.00,0.67,0.67,0.33,0.67,0.33,1.00,1.00,0.67,0.67","1511722948"
"níveis","30","0","6600","64.49","0.00","http://blog.acelerato.com/atendimento/conheca-os-niveis-de-atendimento-no-help-desk/","0.24","0.00","0.01","30600000","0.11,0.11,0.05,0.11,0.44,0.23,0.16,0.36,0.05,0.54,1.00,0.67","1513081556"
"sistema de gestao de projetos","2","0","70","43.94","0.00","http://blog.acelerato.com/artigo/10-motivos-para-ter-um-sistema-de-gestao-de-projetos-online/","0.24","0.00","0.82","570000","0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29,0.29","1511286532"
"help desk as a service","3","33","90","51.38","0.00","http://blog.acelerato.com/help-desk/qual-a-diferenca-entre-help-desk-e-service-desk/","0.21","0.00","0.00","104000000","0.11,0.11,0.11,0.11,0.11,0.78,1.00,0.11,0.11,0.11,0.44,0.11","1509750017"
"software de vendas","6","9","170","66.89","11.01","https://www.acelerato.com/pages/segmentos/area-comercial/","0.21","0.11","0.99","1760000","1.00,1.00,0.81,0.67,0.67,0.52,0.81,0.81,1.00,0.81,0.81,0.81","1512405395"
"integração entre empresas","3","8","90","52.21","0.00","http://blog.acelerato.com/gestao/5-maneiras-estimular-integracao-departamentos/","0.21","0.00","0.00","1180000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1509734424"
"sistema para agencias de publicidade","7","6","210","35.60","6.42","https://www.acelerato.com/pages/segmentos/agencia-publicidade/","0.21","0.06","1.00","759000","0.02,0.02,0.08,0.02,0.55,0.36,0.01,0.05,1.00,1.00,0.06,0.05","1513338659"
"service desk ou help desk","3","3","90","46.51","8.79","http://blog.acelerato.com/help-desk/qual-a-diferenca-entre-help-desk-e-service-desk/","0.21","0.08","0.46","17200000","0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11,0.56","1509617143"
"analise de produtividade","3","4","90","70.19","0.00","http://blog.acelerato.com/novidades/a-importancia-da-analise-de-produtividade/","0.21","0.00","0.04","1730000","0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44,0.56","1511158715"
"técnicas de resolução de conflitos","3","1","90","68.41","2.34","http://blog.acelerato.com/projetos/tecnicas-de-resolucao-de-conflitos-em-equipes/","0.21","0.02","0.09","3690000","0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22,0.56","1509621384"
"sac online","7","7","210","70.48","0.00","https://www.acelerato.com/pages/segmentos/sac/","0.21","0.00","0.03","26600000","0.81,0.81,1.00,0.81,0.65,0.81,1.00,0.81,1.00,0.81,0.81,0.81","1512394642"
"importância do marketing","3","3","90","64.71","0.00","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.21","0.00","0.04","9080000","0.79,1.00,0.29,0.50,0.64,0.79,0.64,0.36,0.21,0.36,0.79,1.00","1509731779"
"kanban eletronico","6","6","170","54.47","3.12","https://www.acelerato.com/projetos/kanban/","0.21","0.03","0.45","44000","0.35,0.65,0.81,0.65,0.65,0.42,0.42,0.35,0.65,0.81,1.00,0.81","1512408567"
"sistema de chamados gratuito","3","5","90","48.80","44.38","https://www.acelerato.com/atendimento/controle-de-chamados/","0.21","0.45","0.79","497000","0.22,0.22,0.09,0.22,0.28,0.03,0.16,0.03,0.09,0.09,0.22,1.00","1509615352"
"sistemico","18","20","2400","64.92","0.00","http://blog.acelerato.com/projetos/pensamento-sistemico/","0.18","0.00","0.00","3400000","0.13,0.55,0.24,0.55,1.00,0.82,0.10,0.24,0.36,0.36,0.44,0.13","1513257880"
"marketing na empresa","4","3","110","59.78","2.47","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.18","0.02","0.33","61800000","0.29,0.65,0.65,0.82,0.82,0.41,0.24,0.29,0.65,1.00,1.00,1.00","1512493981"
"help desk online","2","2","50","45.34","40.11","https://www.acelerato.com/atendimento/","0.16","0.33","0.88","130000000","0.71,0.71,0.71,0.71,0.57,0.43,0.57,0.71,1.00,0.71,0.71,0.71","1512605392"
"a importância do marketing","3","3","70","57.49","3.97","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.16","0.02","0.06","9460000","0.65,0.53,0.18,0.41,0.53,0.41,0.41,0.29,0.12,0.24,0.65,1.00","1511186849"
"sistema de chamados online","3","3","70","42.90","9.48","https://www.acelerato.com/atendimento/sistema-de-chamados/","0.16","0.07","0.95","2270000","0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56,0.22","1511193045"
"importancia do marketing de serviços","4","6","90","67.64","0.00","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.16","0.00","0.02","405000","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1509731481"
"bluesoft","12","15","2400","68.82","3.61","https://www.acelerato.com/clientes/bluesoft/","0.16","0.02","0.01","0","0.13,0.55,0.24,0.55,1.00,0.82,0.10,0.24,0.36,0.36,0.44,0.13","1513266576"
"help desk workflow","4","1","90","44.33","0.00","https://www.acelerato.com/projetos/workflow/","0.16","0.00","1.00","8250000","0.22,0.22,0.56,0.22,0.78,0.11,0.33,1.00,0.56,0.56,0.11,0.56","1509748998"
"service desk help","3","3","70","47.39","0.00","http://blog.acelerato.com/help-desk/qual-a-diferenca-entre-help-desk-e-service-desk/","0.16","0.00","0.29","28200000","0.71,0.14,0.14,0.57,0.14,0.14,1.00,0.14,0.57,0.57,0.14,0.29","1511329828"
"sistema de gestão de projetos","2","1","50","43.69","10.52","https://www.acelerato.com/projetos/","0.16","0.08","1.00","11100000","0.56,0.78,0.78,0.44,0.56,0.22,0.33,0.78,0.56,0.78,1.00,0.56","1509352854"
"postura de atendimento","3","3","70","66.56","0.00","http://blog.acelerato.com/atendimento/4252/","0.16","0.00","0.09","854000","0.15,1.00,0.04,0.15,0.04,0.02,0.19,0.08,0.15,0.15,0.06,0.08","1511734217"
"servicedesk online","3","0","70","39.54","0.00","https://www.acelerato.com/","0.16","0.00","0.67","9600000","0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.11,0.78,0.11,0.78","1511286010"
"sla de atendimento","3","2","70","45.72","0.00","http://blog.acelerato.com/atendimento/como-implantar-um-sla-de-atendimento-eficiente/","0.16","0.00","0.03","177000","0.78,1.00,0.78,1.00,0.78,0.78,0.56,0.78,1.00,1.00,1.00,1.00","1512499624"
"o que é help desk","12","12","480","66.37","16.97","http://blog.acelerato.com/atendimento/conheca-os-niveis-de-atendimento-no-help-desk/","0.16","0.13","0.36","186000000","0.81,1.00,0.81,1.00,0.66,0.54,0.66,0.81,1.00,1.00,1.00,0.81","1513121086"
"como ser mais produtivo no trabalho","14","31","720","73.92","5.11","http://blog.acelerato.com/gestao/4-dicas-para-ser-mais-produtivo-no-trabalho/","0.13","0.02","0.13","1490000","0.01,0.16,0.67,0.16,0.06,0.10,0.10,0.44,0.30,0.30,0.05,1.00","1510585655"
"software vendas","6","7","110","55.85","11.66","https://www.acelerato.com/pages/segmentos/area-comercial/","0.13","0.07","0.97","5290000","0.79,0.79,1.00,0.64,0.36,0.50,0.50,0.50,0.79,1.00,1.00,0.79","1512399033"
"extreme programing","8","13","170","62.94","0.00","http://blog.acelerato.com/agile/o-que-e-extreme-programming/","0.13","0.00","0.00","433000","0.35,0.54,0.81,0.81,0.65,0.42,0.35,0.42,1.00,0.81,1.00,0.81","1508910854"
"o marketing nas empresas","2","2","40","54.17","0.32","http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/","0.13","0.00","0.21","61900000","0.33,0.56,0.44,0.56,0.44,0.11,0.11,0.11,0.44,0.44,1.00,0.44","1513086659"
"abrir chamadas","9","8","170","82.22","0.00","https://www.acelerato.com/pages/integracao/abrir-chamados-pelo-telefone/","0.13","0.00","0.00","591000","1.00,0.55,0.24,0.55,0.12,0.36,0.82,0.19,0.12,0.12,0.19,0.44","1510203923"
"helpdesck","5","11","110","48.11","84.04","http://blog.acelerato.com/help-desk/help-desk-ou-helpdesk/","0.13","0.58","0.63","188000000","0.79,0.79,0.79,0.64,0.64,0.64,0.79,0.64,1.00,0.79,0.79,0.64","1512489640"
"nova equipe","9","0","880","75.23","0.00","http://blog.acelerato.com/artigo/dicas-para-trabalhar-com-uma-equipe-nova/","0.13","0.00","0.01","33900000","0.24,0.24,1.00,0.24,0.29,0.15,0.29,0.67,0.44,0.44,0.54,1.00","1510497591"
"chefe ou lider","7","6","140","60.91","0.00","http://blog.acelerato.com/artigo/chefe-ou-lider-o-que-e-mais-importante-para-a-sua-empresa/","0.13","0.00","0.03","687000","0.19,0.19,0.10,0.19,0.05,0.30,0.24,0.55,0.82,0.82,1.00,0.24","1509710678"
"gerenciamento de requisitos","8","5","170","65.54","4.13","http://blog.acelerato.com/projetos/entenda-o-que-e-gerenciamento-de-requisitos/","0.13","0.02","0.07","3350000","1.00,0.12,0.30,0.12,0.82,0.19,0.82,0.36,0.55,0.55,0.55,0.24","1513337225"
"jonathan souza","11","0","110","75.79","0.00","http://blog.acelerato.com/author/jonathan-souza/","0.13","0.00","0.00","18400000","0.82,0.24,0.24,1.00,0.24,0.30,0.16,0.30,0.67,0.44,0.44,0.55","1509700935"
"metodo gtd","8","16","170","59.46","4.00","http://blog.acelerato.com/projetos/metodo-getting-things-done-gtd/","0.13","0.02","0.02","84000","0.55,1.00,0.24,1.00,0.67,0.67,0.67,0.30,0.19,0.19,0.12,0.44","1511596761"
