Page score,Page trust score,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
8,0,Início - WM Sistemas de Gestão,http://wmsistemas.inf.br/,http://wmsistemas.acelerato.com/,Help Desk,13,35,false,true,false,false,false,false,2017-07-24,2017-10-05,false,true
8,7,Atendimento,http://atendimento.artsoftsistemas.com.br/,https://artsoftsistemas.acelerato.com/login/normal/,http://atendimento.artsoftsistemas.com.br,1,0,false,true,false,false,false,false,2017-02-10,2017-11-24,false,false
8,4,Adsoft Informática - Desenvolvendo soluções para seu dia-a-dia,http://www.adsoft.com.br/,http://adsoft.acelerato.com/,,6,34,false,true,false,false,false,true,2017-04-01,2017-11-23,false,false
7,9,"Catálogo de Produtos, GTIN, NCM, Tributação e Marca - Cosmos",http://cosmos.bluesoft.com.br/api,https://www.acelerato.com/audit/,Auditoria,16,59,false,true,false,false,false,true,2017-11-09,2017-11-09,false,false
7,9,"Catálogo de Produtos, GTIN, NCM, Tributação e Marca - Cosmos",http://cosmos.bluesoft.com.br/api,https://www.acelerato.com/crm/,CRM,16,59,false,true,false,false,false,true,2017-11-09,2017-11-09,false,false
7,9,"Catálogo de Produtos, GTIN, NCM, Tributação e Marca - Cosmos",http://cosmos.bluesoft.com.br/api,https://www.acelerato.com/projetos/,Projetos,16,59,false,true,false,false,false,true,2017-11-09,2017-11-09,false,false
7,9,"Catálogo de Produtos, GTIN, NCM, Tributação e Marca - Cosmos",http://cosmos.bluesoft.com.br/api,https://www.acelerato.com/atendimento/,Help Desk,16,59,false,true,false,false,false,true,2017-11-09,2017-11-09,false,false
6,4,Blog Bluesoft ERP - Blog de novidades e atualizações do Bluesoft ERP,http://blog.bluesoft.com.br/,http://www.acelerato.com/,,11,60,false,false,false,false,true,false,2017-01-17,2017-12-01,false,false
6,4,Blog Bluesoft ERP - Blog de novidades e atualizações do Bluesoft ERP,http://blog.bluesoft.com.br/,https://www.acelerato.com/atendimento/help-desk/,"Acelerato: Gestão de chamados rápido e fácil, acesse e experimente gratuitamente.",15,52,false,true,false,false,false,true,2016-12-07,2017-12-01,false,false
6,0,Login - OTRS::ITSM 5,http://suporte.rsantos.eti.br/otrs/customer.pl,http://brascloud.acelerato.com/,Portal Atendimento.,1,1,false,true,false,false,false,false,2017-07-17,2017-11-30,false,false
5,5,Balanço PatrimonialPortal de Ajuda do Bluesoft ERP,https://ajuda.bluesoft.com.br/modulo-contabil/balanco-patrimonial/3668,http://www.acelerato.com/projetos/,Projetos,24,59,false,true,false,false,false,true,2017-06-25,2017-11-26,false,false
4,6,"Papo Reto “Diferentes abordagens de Feedback 360″, por André Faria - Labs Bluesoft",http://labs.bluesoft.com.br/papo-reto-diferentes-abordagens-de-feedback-360%E2%80%B3-por-andre-faria/,http://www.acelerato.com/,acelerato.com,7,52,false,true,false,false,false,false,2017-04-03,2017-11-27,false,false
4,3,Uptime statistic of acelerato.com and additional info tools,https://web.notifyninja.com/acelerato.com,http://acelerato.com/,acelerato.com,3,30,false,true,false,false,false,false,2017-10-25,2017-10-25,false,false
4,3,Uptime statistic of acelerato.com and additional info tools,https://web.notifyninja.com/acelerato.com,http://acelerato.com/,site-image,3,30,false,true,false,false,false,false,2017-10-25,2017-10-25,false,false
4,3,Uptime statistic of acelerato.com and additional info tools,https://web.notifyninja.com/acelerato.com,http://acelerato.com/,,3,30,false,false,false,false,true,false,2017-10-25,2017-10-25,false,false
4,6,Toyota 5S por André Faria - Labs Bluesoft,http://labs.bluesoft.com.br/toyota-5s/,http://blog.acelerato.com/artigo/como-o-5s-pode-ajudar-a-sua-empresa/,Como o 5s pode Ajudar a sua Empresa - Blog do Acelerato,11,55,true,true,false,false,false,false,2017-01-30,2017-11-28,false,false
4,6,Personal Kanban - Labs Bluesoft,http://labs.bluesoft.com.br/personal-kanban-2/,http://www.acelerato.com/,acelerato.com,9,61,false,true,false,false,false,false,2017-02-05,2017-12-03,false,false
4,6,Personal Kanban - Labs Bluesoft,http://labs.bluesoft.com.br/personal-kanban-2/,http://blog.acelerato.com/agile/kanban-transformando-empresa/,Kanban: Transformando sua empresa. - Blog do Acelerato,9,61,true,true,false,false,false,false,2017-02-05,2017-12-03,false,false
4,6,Toyota 5S por André Faria - Labs Bluesoft,http://labs.bluesoft.com.br/toyota-5s/,http://www.acelerato.com/,acelerato.com,11,55,false,true,false,false,false,false,2017-01-30,2017-11-28,false,false
4,6,"Papo Reto: Design para Programadores"", por Diogo beato - Labs Bluesoft",http://labs.bluesoft.com.br/papo-reto-design-para-programadores/,http://www.acelerato.com/,acelerato.com,4,52,false,true,false,false,false,false,2017-06-16,2017-12-03,false,false
4,0,sites,http://www.blogdocallcenter.com.br/sites/,http://blog.acelerato.com/,blog.acelerato.com/,122,105,false,true,false,false,false,false,2017-02-04,2017-12-05,false,false
3,0,Página não encontrada - Central de Ajuda da BluesoftCentral de Ajuda da Bluesoft,http://ajuda.bluesofterp.com.br/glossario/cadastro-de-produtos,http://www.acelerato.com/atendimento/,Help Desk,69,4,false,true,false,false,false,false,2017-10-31,2017-11-15,false,false
3,0,Página não encontrada - Central de Ajuda da BluesoftCentral de Ajuda da Bluesoft,http://ajuda.bluesofterp.com.br/glossario/cadastro-de-produtos,http://www.acelerato.com/projetos/,Projetos,69,4,false,true,false,false,false,false,2017-10-31,2017-11-15,false,false
3,0,Nerotec – O Seu Departamento de T.I,http://www.nerotec.com.br/,https://nerotec.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%20ao%20nosso%20sistema%20de%20chamados%21,Fazer Login,1,7,false,true,false,false,false,false,2017-11-05,2017-11-05,false,false
3,0,Página não encontrada - Blog Bluesoft ERP,http://blog.bluesofterp.com.br/2015/03/bluesoft-intelligence-novo-dashboard-ebit-e-ebitda/,https://www.acelerato.com/atendimento/help-desk/,"Acelerato: Gestão de chamados rápido e fácil, acesse e experimente gratuitamente.",27,0,false,true,false,false,false,false,2017-09-25,2017-09-25,false,false
2,4,"Papo Reto: ""Pomodoro Technique"", pro Bruno Mendes",http://labs.bluesoft.com.br/papo-reto-pomodoro-technique-pro-bruno-mendes/,http://www.acelerato.com/,acelerato.com,5,53,false,true,false,false,false,false,2017-04-03,2017-12-08,false,false
2,4,"Papo Reto: ""Pomodoro Technique"", pro Bruno Mendes",http://labs.bluesoft.com.br/papo-reto-pomodoro-technique-pro-bruno-mendes/,http://blog.acelerato.com/gestao/metodo-pomodoro/,Método Pomodoro: Otimize Tempo e Aumente sua Produção - Blog do Acelerato,5,53,true,true,false,false,false,false,2017-04-03,2017-12-08,false,false
2,0,Inove suas Retrospectivas - Ismael Soares,http://rkmael.com/2015/09/04/inove-suas-retrospectivas/,http://www.acelerato.com/,,10,11,false,false,false,false,true,false,2017-06-17,2017-11-20,false,false
2,0,,http://www.acelerato.com.br/projetos,https://www.acelerato.com/,,0,0,false,true,false,false,false,false,2017-06-21,2017-12-08,false,false
2,0,,http://www.acelerato.com.br/atendimento,https://www.acelerato.com/atendimento/,,0,0,false,true,false,false,false,false,2017-08-27,2017-11-28,false,false
2,4,"Papo Reto: ""Histórias do Usuário"", por Ismael Soares - Labs Bluesoft",http://labs.bluesoft.com.br/papo-reto-historias-do-usuario/,http://www.acelerato.com/,acelerato.com,6,49,false,true,false,false,false,false,2017-02-12,2017-12-08,false,false
2,4,"Papo Reto: ""Histórias do Usuário"", por Ismael Soares - Labs Bluesoft",http://labs.bluesoft.com.br/papo-reto-historias-do-usuario/,http://blog.acelerato.com/artigo/a-importancia-do-bom-refinamento-de-backlog/,A Importância do Bom Refinamento de Backlog - Blog do Acelerato,6,49,true,true,false,false,false,false,2017-02-12,2017-12-08,false,false
2,4,Blog Bluesoft ERP - Blog de novidades e atualizações do Bluesoft ERP,http://novidades.bluesoft.com.br/,http://www.acelerato.com/,,11,53,false,false,false,false,true,false,2017-10-16,2017-12-01,false,false
2,0,Comparando Dublês de Testes - Ismael Soares,http://rkmael.com/2014/11/17/comparando-dubles-testes/,http://www.acelerato.com/,,9,12,false,false,false,false,true,false,2017-10-06,2017-10-06,false,false
2,0,Redes sociais e a produtividade da equipe: é necessário atenção e acompanhamento! | Blog do Lumiun,https://www.lumiun.com/blog/2016/09/redes-sociais-e-a-produtividade-da-equipe-e-necessario-atencao-e-acompanhamento/,http://www.acelerato.com/,Acelerato,14,130,false,true,false,false,false,false,2017-06-17,2017-09-30,false,false
1,0,Retrospectiva - Consulta Médica - Ismael Soares,http://rkmael.com/2015/09/30/retrospectiva-consulta-medica/,http://www.acelerato.com/projetos,,10,12,false,false,false,false,true,true,2017-06-17,2017-11-20,false,false
1,0,Ismael Soares,http://rkmael.com/,http://www.acelerato.com/atendimento,,8,20,false,false,false,false,true,false,2017-02-23,2017-11-20,false,false
1,0,Retrospectiva - Consulta Médica - Ismael Soares,http://rkmael.com/2015/09/30/retrospectiva-consulta-medica/,http://www.acelerato.com/,,10,12,false,false,false,false,true,false,2017-06-17,2017-11-20,false,false
1,3,Blog Bluesoft ERP - Blog de novidades e atualizações do Bluesoft ERP,https://blog.bluesoft.com.br/,http://www.acelerato.com/,,11,59,false,false,false,false,true,false,2017-05-04,2017-11-21,false,false
1,0,Quem somos - ClickSet do Brasil,http://www.clickset.com.br/quem-somos-2/,https://clickset.acelerato.com/login/normal?mensagemDeBoasVindas=Help%20Desk,Helpdesk,5,46,false,true,false,false,false,false,2017-06-22,2017-11-06,false,false
1,0,Gestão NF-e | ClickSet Gestão de documentos e XML,http://www.clickset.com.br/,https://clickset.acelerato.com/login/normal?mensagemDeBoasVindas=Help%20Desk,Helpdesk,8,43,false,true,false,false,false,false,2017-06-29,2017-10-13,false,false
1,0,"IPCOM | Central Telefonica, PABX IP, Asterisk, Snep",http://www.ipcom.com.br/,https://ipcom.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%20ao%20nosso%20sistema%20de%20Suporte%21,Suporte,22,16,false,true,false,false,false,false,2017-06-30,2017-11-14,false,false
1,0,Página não encontrada - Central de Ajuda da BluesoftCentral de Ajuda da Bluesoft,http://ajuda.bluesofterp.com.br/?p=1641,http://www.acelerato.com/atendimento/,Help Desk,71,4,false,true,false,false,false,false,2017-10-20,2017-10-20,false,false
1,0,Página não encontrada - Central de Ajuda da BluesoftCentral de Ajuda da Bluesoft,http://ajuda.bluesofterp.com.br/?p=1641,http://www.acelerato.com/projetos/,Projetos,71,4,false,true,false,false,false,false,2017-10-20,2017-10-20,false,false
1,0,"List-of-Domains.org - Alexa website ranking for Monday, 22-May-2017 Page 158",http://www.list-of-domains.org/alexa/Alexa_158.html,http://acelerato.com/,acelerato.com,5000,196,false,true,false,false,false,false,2017-05-22,2017-11-13,false,false
1,3,utilidade - Bing images,http://www.bing.com/images/results.aspx?q=utilidade,http://blog.acelerato.com/projetos/7-dicas-para-trabalhar-em-equipe-melhor/,blog.acelerato.com,61,27,false,true,false,false,false,false,2017-06-11,2017-11-12,false,true
1,3,utilidade - Bing images,http://www.bing.com/images/results.aspx?q=utilidade,http://blog.acelerato.com/wp-content/uploads/2016/08/utilidade.jpg,,61,27,false,false,false,false,true,false,2017-06-11,2017-11-12,false,true
1,3,"Papo Reto: ""Yeoman"", por Diogo Vecchiati",http://labs.bluesoft.com.br/papo-reto-yeoman-por-diogo-vecchiati/,http://www.acelerato.com/,acelerato.com,5,54,false,true,false,false,false,false,2017-05-14,2017-12-03,false,false
1,3,Atendimento ao cliente | Bluesoft Podcast #24 - Labs Bluesoft,http://labs.bluesoft.com.br/podcast-atendimento-ao-cliente/,http://www.acelerato.com/,acelerato.com,14,54,false,true,false,false,false,false,2017-02-05,2017-12-03,false,false
1,3,Atendimento ao cliente | Bluesoft Podcast #24 - Labs Bluesoft,http://labs.bluesoft.com.br/podcast-atendimento-ao-cliente/,http://www.acelerato.com/,Acelerato,14,54,false,true,false,false,false,false,2017-02-05,2017-12-03,false,false
1,3,"Papo Reto: ""Atendimento Campeão"", por André Faria - Labs Bluesoft",http://labs.bluesoft.com.br/papo-reto-atendimento-campeao/,http://www.acelerato.com/,acelerato.com,5,51,false,true,false,false,false,false,2017-04-20,2017-12-08,false,false
1,3,Atendimento ao cliente | Bluesoft Podcast #24 - Labs Bluesoft,http://labs.bluesoft.com.br/podcast-atendimento-ao-cliente/,http://www.blog.acelerato.com/,http://www.blog.acelerato.com,14,54,true,true,false,false,false,false,2017-02-05,2017-12-03,false,false
1,3,"Papo Reto: ""Fatores Cesar no atendimento ao Cliente"", por Bruno Mendes",http://labs.bluesoft.com.br/papo-reto-fatores-cesar-atendimento-ao-cliente-por-bruno-mendes/,http://blog.acelerato.com/help-desk/help-desk-videos-atendimento-ao-cliente/,Help Desk Videos - Atendimento ao cliente - Blog do Acelerato,7,55,true,true,false,false,false,false,2017-02-19,2017-11-28,false,false
1,3,"Papo Reto: ""Fatores Cesar no atendimento ao Cliente"", por Bruno Mendes",http://labs.bluesoft.com.br/papo-reto-fatores-cesar-atendimento-ao-cliente-por-bruno-mendes/,http://www.acelerato.com/,acelerato.com,7,55,false,true,false,false,false,false,2017-02-19,2017-11-28,false,false
1,3,Atendimento ao cliente | Bluesoft Podcast #24 - Labs Bluesoft,http://labs.bluesoft.com.br/podcast-atendimento-ao-cliente/,http://blog.acelerato.com/help-desk/help-desk-videos-atendimento-ao-cliente/,Help Desk Videos - Atendimento ao cliente - Blog do Acelerato,14,54,true,true,false,false,false,false,2017-02-05,2017-12-03,false,false
1,0,MABITI - Tecnologia a serviço de você,http://www.mabiti.com.br/,https://mabiti.acelerato.com/,,4,34,false,false,false,false,true,false,2017-09-27,2017-09-27,false,false
1,0,Página não encontrada - Central de Ajuda da BluesoftCentral de Ajuda da Bluesoft,http://ajuda.bluesofterp.com.br/sem-categoria/compra-de-imoveis/6977,http://www.acelerato.com/atendimento/,Help Desk,71,4,false,true,false,false,false,false,2017-10-20,2017-10-20,false,false
1,0,Página não encontrada - Central de Ajuda da BluesoftCentral de Ajuda da Bluesoft,http://ajuda.bluesofterp.com.br/sem-categoria/compra-de-imoveis/6977,http://www.acelerato.com/projetos/,Projetos,71,4,false,true,false,false,false,false,2017-10-20,2017-10-20,false,false
1,0,Página não encontrada - Central de Ajuda da BluesoftCentral de Ajuda da Bluesoft,http://ajuda.bluesofterp.com.br/sem-categoria/concessao-de-emprestimos/7016,http://www.acelerato.com/projetos/,Projetos,72,4,false,true,false,false,false,false,2017-09-29,2017-09-29,false,false
1,0,Página não encontrada - Central de Ajuda da BluesoftCentral de Ajuda da Bluesoft,http://ajuda.bluesofterp.com.br/sem-categoria/concessao-de-emprestimos/7016,http://www.acelerato.com/atendimento/,Help Desk,72,4,false,true,false,false,false,false,2017-09-29,2017-09-29,false,false
1,3,"Papo Reto: ""Personas"", por Bruno Mendes - Labs Bluesoft",http://labs.bluesoft.com.br/papo-reto-personas/,http://blog.acelerato.com/gestao/analise-de-swot-no-meio-digital-parte-2/,Análise de SWOT no Meio Digital – Parte 2 - Blog do Acelerato,5,50,true,true,false,false,false,false,2017-07-07,2017-12-08,false,false
1,3,"Papo Reto: ""Personas"", por Bruno Mendes - Labs Bluesoft",http://labs.bluesoft.com.br/papo-reto-personas/,http://www.acelerato.com/,acelerato.com,5,50,false,true,false,false,false,false,2017-07-07,2017-12-08,false,false
1,0,Geert Hofstede 5 Cultural Dimensions Related Keywords & Suggestions - Geert Hofstede 5 Cultural Dimensions Long Tail Keywords,https://keywordhut.ru/Z2VlcnQgaG9mc3RlZGUgNSBjdWx0dXJhbCBkaW1lbnNpb25z/,http://blog.acelerato.com/wp-content/uploads/2015/02/O-que-e-ITIL-300x288.png,ITIL - Como Ferramenta no Desenvolvimento Estratégico de ...,34,73,false,true,false,false,false,false,2017-09-17,2017-09-17,false,false
1,3,Pin è å ã ã on Pinterest,http://pinstake.com/%C3%A8-%C3%A5-%C3%A3-%C3%A3/aHR0cDp8fGxpdmVkb29yXmJsb2dpbWdeanB8Ym9rdXRzdWt1fGltZ3N8NHw1fDQ1ZjBkM2M0XmpwZw==/,http://blog.acelerato.com/wp-content/uploads/2015/04/chefeoulider.png,,46,233,false,true,false,false,false,false,2017-10-05,2017-10-05,false,false
1,0,CRM para vender mais - V4 Company,http://www.v4company.com/crm-para-vender-mais/,http://www.acelerato.com/crm/,Acelerato,11,69,false,true,false,false,false,false,2017-05-15,2017-10-19,false,false
1,3,lidwr - Bing images,http://www.bing.com/images/results.aspx?q=lidwr,http://blog.acelerato.com/wp-content/uploads/2015/08/lider.png,,61,16,false,false,false,false,true,false,2017-10-28,2017-10-28,false,false
1,3,lidwr - Bing images,http://www.bing.com/images/results.aspx?q=lidwr,http://blog.acelerato.com/gestao/do-operacional-ao-lider-de-amanha/,blog.acelerato.com,61,16,false,true,false,false,false,false,2017-10-28,2017-10-28,false,false
1,3,Redes sociais e a produtividade da equipe: é necessário atenção e acompanhamento! - Artigos - Tecnologia - Administradores.com,http://www.administradores.com.br/artigos/tecnologia/redes-sociais-e-a-produtividade-da-equipe-e-necessario-atencao-e-acompanhamento/98169/,http://www.acelerato.com/,Acelerato,32,142,false,true,false,false,false,false,2017-01-22,2017-09-21,false,false
1,0,CRM | [組圖+影片] 的最新詳盡資料** (必看!!) - www.go2tutor.com,http://search.saysayhk.com/index.php?mode=2&page=9&srchtxt=CRM,http://blog.acelerato.com/wp-content/uploads/2015/06/CRM.png,,119,505,false,false,false,false,true,false,2017-11-22,2017-11-22,true,false
1,0,Celera.com,http://www.celebslight.club/9547-keywords-celera.com/default.htm,http://blog.acelerato.com/wp-content/uploads/2016/07/Ishikawa.png,Diagrama de Ishikawa e sua importância para a resolução de problemas nas empresas - Blog do ... Celera.com,17,114,false,true,false,false,false,false,2017-10-24,2017-11-09,false,true
1,3,MARKETING NAS EMPRESAS – ESTRATÉGIAS E TÁTICAS...,http://webartigos.com/artigos/marketing-nas-empresas-estrategias-e-taticas-utilizadas-na-empresa-digimundo-localizada-na-cidade-de-itapaje-ce/151378,http://blog.acelerato.com/gestao/a-importancia-do-marketing-para-as-empresas/,A importância do Marketing para as empresas,8,13,false,true,false,false,false,false,2017-10-20,2017-11-03,false,false
1,0,CRM | [組圖+影片] 的最新詳盡資料** (必看!!) - www.go2tutor.com,http://search.saysayhk.org/index.php?mode=2&page=9&srchtxt=CRM,http://blog.acelerato.com/wp-content/uploads/2015/06/CRM.png,,119,505,false,false,false,false,true,false,2017-11-17,2017-11-17,true,false
1,0,www.acelerato.com description de la ressource Aider bureau sistema GESTION Projets Acelerato,http://2017mp3.ru/fr/site/acelerato.com,http://acelerato.com/,Aller à acelerato.com,1,34,false,true,false,false,false,false,2017-10-29,2017-10-29,false,false
1,0,Reborn Tecnologia - Gerência Profissional de TI - GoogleApps for Business,http://www.reborntecnologia.com.br/index.php/insights/google-apps,https://reborntecnologia.acelerato.com/,Central de Suporte,4,21,false,true,false,false,false,true,2017-07-24,2017-11-23,false,false
1,0,MW Webdesk 212 beta | MW Way - Marketing de Web,http://webdesk.mwway.com.br/,https://mwway.acelerato.com/,Clique para acessar o novo webdesk,1,2,false,true,false,false,false,false,2017-07-08,2017-09-21,false,false
1,0,Governança de TI | Blog do Lumiun,https://www.lumiun.com/blog/category/governanca-de-ti/,http://www.acelerato.com/,Acelerato,35,132,false,true,false,false,false,false,2017-01-26,2017-10-27,false,false
1,0,equipe | Blog do Lumiun | Página 3,https://www.lumiun.com/blog/tag/equipe-2/page/3/,http://www.acelerato.com/,Acelerato,13,145,false,true,false,false,false,false,2017-08-03,2017-09-30,false,false
1,0,05 | abril | 2017 | Blog do Lumiun,https://www.lumiun.com/blog/2017/04/05/,http://www.acelerato.com/projetos,Acelerato Projetos,39,103,false,true,false,false,false,false,2017-09-01,2017-11-01,false,false
1,0,empresas | Blog do Lumiun | Página 4,https://www.lumiun.com/blog/tag/empresas-2/page/4/,http://www.acelerato.com/,Acelerato,24,157,false,true,false,false,false,false,2017-11-01,2017-11-17,false,false
1,0,Gestão | Blog do Lumiun,https://www.lumiun.com/blog/category/gestao-2/,http://www.acelerato.com/projetos,Acelerato Projetos,39,101,false,true,false,false,false,false,2017-06-17,2017-11-17,false,false
1,0,resultados | Blog do Lumiun,https://www.lumiun.com/blog/tag/resultados/,http://www.acelerato.com/projetos,Acelerato Projetos,42,140,false,true,false,false,false,false,2017-06-22,2017-11-22,false,false
1,0,13 | setembro | 2016 | Blog do Lumiun,https://www.lumiun.com/blog/2016/09/13/,http://www.acelerato.com/,Acelerato,13,104,false,true,false,false,false,false,2017-08-08,2017-12-08,false,false
1,0,empresas | Blog do Lumiun | Página 2,https://www.lumiun.com/blog/tag/empresas-2/page/2/,http://www.acelerato.com/projetos,Acelerato Projetos,73,172,false,true,false,false,false,false,2017-09-21,2017-11-06,false,true
1,0,empresas | Blog do Lumiun | Página 3,https://www.lumiun.com/blog/tag/empresas-2/page/3/,http://www.acelerato.com/projetos,Acelerato Projetos,50,177,false,true,false,false,false,false,2017-11-01,2017-11-17,false,false
1,0,Ferramentas online para melhorar a gestão em pequenas e médias empresas | Blog do Lumiun,https://www.lumiun.com/blog/2017/04/ferramentas-online-para-melhorar-gestao-em-pequenas-e-medias-empresas/,http://www.acelerato.com/projetos,Acelerato Projetos,39,126,false,true,false,false,false,false,2017-07-24,2017-12-08,false,false
1,0,Redes Sociais | Blog do Lumiun,https://www.lumiun.com/blog/category/redes-sociais/,http://www.acelerato.com/,Acelerato,17,130,false,true,false,false,false,false,2017-06-17,2017-11-17,false,false
1,0,Cledison Eduardo Fritzen | Blog do Lumiun | Página 3,https://www.lumiun.com/blog/author/cledison/page/3/,http://www.acelerato.com/projetos,Acelerato Projetos,59,161,false,true,false,false,false,false,2017-11-01,2017-11-01,false,false
1,0,produtividade | Blog do Lumiun | Página 2,https://www.lumiun.com/blog/tag/produtividade-2/page/2/,http://www.acelerato.com/projetos,Acelerato Projetos,68,167,false,true,false,false,false,false,2017-09-25,2017-10-27,false,true
1,0,redes sociais | Blog do Lumiun | Página 3,https://www.lumiun.com/blog/tag/redes-sociais-2/page/3/,http://www.acelerato.com/,Acelerato,17,144,false,true,false,false,false,false,2017-09-21,2017-12-08,false,false
1,0,dicas | Blog do Lumiun | Página 2,https://www.lumiun.com/blog/tag/dicas/page/2/,http://www.acelerato.com/projetos,Acelerato Projetos,52,167,false,true,false,false,false,false,2017-09-11,2017-10-27,false,false
1,0,Central Telefonica Nuvem | IPCOM,http://www.ipcom.com.br/central-telefonica-nuvem/,https://ipcom.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%2Bao%2Bnosso%2Bsistema%2Bde%2BSuporte%21,Suporte,16,22,false,true,false,false,false,false,2017-11-20,2017-11-20,true,false
1,0,Orçamento | IPCOM,http://www.ipcom.com.br/12-2/orcamento/,https://ipcom.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%2Bao%2Bnosso%2Bsistema%2Bde%2BSuporte%21,Suporte,6,18,false,true,false,false,false,false,2017-11-20,2017-11-20,true,false
1,0,Orçamento | IPCOM,http://www.ipcom.com.br/12-2/orcamento/,https://ipcom.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%20ao%20nosso%20sistema%20de%20Suporte%21,Suporte,6,16,false,true,false,false,false,false,2017-11-04,2017-11-20,false,true
1,0,Central Telefonica Nuvem | IPCOM,http://www.ipcom.com.br/central-telefonica-nuvem/,https://ipcom.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%20ao%20nosso%20sistema%20de%20Suporte%21,Suporte,16,16,false,true,false,false,false,false,2017-09-18,2017-11-20,false,true
1,0,Contato | IPCOM,http://www.ipcom.com.br/contato/,https://ipcom.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%20ao%20nosso%20sistema%20de%20Suporte%21,Suporte,6,16,false,true,false,false,false,false,2017-09-18,2017-11-20,false,true
1,0,Q-Manager | IPCOM,http://www.ipcom.com.br/q-manager/,https://ipcom.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%20ao%20nosso%20sistema%20de%20Suporte%21,Suporte,7,16,false,true,false,false,false,false,2017-09-23,2017-11-09,false,false
1,0,Anti-Trote | IPCOM,http://www.ipcom.com.br/anti-trote/,https://ipcom.acelerato.com/login/normal?mensagemDeBoasVindas=Bem-vindo%20ao%20nosso%20sistema%20de%20Suporte%21,Suporte,6,16,false,true,false,false,false,false,2017-09-28,2017-11-14,false,false
