"Internal - All"
"Address","Content","Status Code","Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","Meta Refresh 1","Canonical Link Element 1","Size","Word Count","Text Ratio","Crawl Depth","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URI","Redirect Type","URL Encoded Address"
"https://www.zendesk.com.br/demo/","text/html; charset=utf-8","200","OK","Demonstração do Zendesk | Assista a uma breve demonstração de software de central de ajuda","90","766","Fácil, flexível e eficiente. Assista a uma demonstração gratuita do Zendesk e descubra por que 75.000 organizações nos escolheram como sua solução de atendimento ao cliente.","173","1035","","0","","0","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/demo/","38636","569","10.187389","2","386","169","98.83","82","52","32","30","bcb81b49c5be04ad13a9d00f79c5b4bd","0.032","Mon, 11 Dec 2017 18:07:53 GMT","","","https://www.zendesk.com.br/demo/"
"https://www.zendesk.com.br/customer-experience/","text/html; charset=utf-8","200","OK","Experiência do cliente | Zendesk","32","260","","0","0","","0","Nosso conhecimento é seu poder","30","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/customer-experience/","54365","1142","14.55716","2","343","169","98.83","91","55","28","26","d360952716d4b1fbc1a86d32cb720a77","0.015","Tue, 12 Dec 2017 00:12:23 GMT","","","https://www.zendesk.com.br/customer-experience/"
"https://www.zendesk.com.br/support/webinars/","","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","0.0","2","338","169","98.83","0","0","0","0","","0.007","","https://www.zendesk.com/support/webinars/","HTTP Redirect","https://www.zendesk.com.br/support/webinars/"
"https://www.zendesk.com.br/help-desk-software/additional-features/open-source-help-desk/","text/html","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","178","0","0.0","3","8","8","4.68","0","0","0","0","","0.027","","http://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","HTTP Redirect","https://www.zendesk.com.br/help-desk-software/additional-features/open-source-help-desk/"
"https://www.zendesk.com.br/jobs/","text/html; charset=utf-8","200","OK","Vagas | Zendesk","15","135","","0","0","","0","Conheça a Zendesk","17","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/jobs/","42531","844","13.5171995","2","340","169","98.83","81","52","46","44","9ebc4f39e43dfa4ecf3a233d4a0fb015","0.044","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/jobs/"
"https://www.zendesk.com.br/recursos/quadrante-magico-para-centro-de-interacao-com-o-cliente-crm-2016-da-gartner/","text/html; charset=utf-8","404","Not Found","","0","0","","0","0","","0","","0","","0","","0","","0","","","","8905","0","0.0","2","138","138","80.7","0","0","0","0","","0.297","","","","https://www.zendesk.com.br/recursos/quadrante-magico-para-centro-de-interacao-com-o-cliente-crm-2016-da-gartner/"
"https://www.zendesk.com.br/blog/the-art-of-troubleshooting/","","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","0.0","3","11","11","6.43","0","0","0","0","","0.017","","https://recursos.zendesk.com.br/blog","HTTP Redirect","https://www.zendesk.com.br/blog/the-art-of-troubleshooting/"
"https://www.zendesk.com.br/resources/","text/html; charset=utf-8","200","OK","Customer Service Resources | Zendesk Library","44","378","Seja bem-vindo à Biblioteca da Zendesk nosso recurso para ajudá-lo a fornecer atendimento ao cliente melhor utilizando tecnologia.","130","760","","0","Relatório de 2017 do Quadrante Mágico da Gartner para Centros de Relacionamento com Clientes de CRM","99","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/","61755","957","10.206461","2","783","169","98.83","165","106","27","25","cd7c699369252e2ba17d19038d335469","0.017","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/"
"https://www.zendesk.com.br/resources/page/5/","text/html; charset=utf-8","200","OK","Customer Service Resources | Zendesk Library","44","378","","0","0","","0","","0","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/","55416","869","10.392305","3","12","9","5.26","158","106","27","25","22da10074b8003e3a5d87746eed7974d","0.03","Tue, 12 Dec 2017 19:12:05 GMT","","","https://www.zendesk.com.br/resources/page/5/"
"https://www.zendesk.com.br/resources/customer-service-metrics-matter/","text/html; charset=utf-8","200","OK","The 3 Types of Customer Service Metrics That Matter | Zendesk Library","69","575","The how-to's for tracking customer metrics related to customer support can be found in our guide Customer Service Metrics That Matter.","134","784","","0","The 3 Types of Customer Service Metrics That Matter","51","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/customer-service-metrics-matter/","75538","1824","16.394398","3","7","6","3.51","110","78","36","32","e7c33f4679a6abecf699019bf8dadbfd","0.05","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/customer-service-metrics-matter/"
"https://www.zendesk.com.br/resources/forrester-win-funding-customer-service-project/","text/html; charset=utf-8","200","OK","Forrester: Win Funding For Your Customer Service Project | Zendesk Library","74","612","Forrester’s report, Win Funding For Your Customer Service Project, provides insights for building a sound business case around a customer service strategy.","155","904","","0","Forrester: Win Funding For Your Customer Service Project","56","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/forrester-win-funding-customer-service-project/","70787","1225","12.2141075","3","8","7","4.09","110","78","33","31","da3656de84dc81923d87d90e7bcdf372","0.197","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/forrester-win-funding-customer-service-project/"
"https://www.zendesk.com.br/resources/best-hold-music/","text/html; charset=utf-8","200","OK","Download: The best hold music since 'Careless Whisper' | Zendesk Library","72","596","The best hold music your customers will ever hear is now available as a free download, for use with Zendesk Talk or any other telephony system. Everyone's ears will thank you.","175","1016","","0","Download: The best hold music since ‘Careless Whisper’","54","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/best-hold-music/","70500","1159","11.4539","4","8","7","4.09","109","77","33","31","b210809aa398916a17c80c4194d14455","0.132","","","","https://www.zendesk.com.br/resources/best-hold-music/"
"https://www.zendesk.com.br/resources/tags/customer-support-tools/","text/html; charset=utf-8","200","OK","Tools | Zendesk Library","23","190","","0","0","","0","","0","","0","The Zendesk Family","18","Our platform","12","","","https://www.zendesk.com.br/resources/tags/customer-support-tools/","59049","1487","24.012262","3","116","104","60.82","120","80","34","32","78d4b444c5060d6348159bdc12dee113","0.027","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/tags/customer-support-tools/"
"https://www.zendesk.com.br/resources/structure-customer-support-organization/","text/html; charset=utf-8","200","OK","How to structure your customer support organization | Zendesk Library","69","561","In this guide, we provide tools and frameworks to structure your customer support organization based on what leaders have learned from their experience at Zendesk.","163","950","","0","How to structure your customer support organization","51","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/structure-customer-support-organization/","73591","1568","14.7232685","3","24","23","13.45","109","78","33","30","48919fd3ddad460e51bc3bb76ab7600f","0.227","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/structure-customer-support-organization/"
"https://www.zendesk.com.br/resources/bright-ideas-customer-stories/","text/html; charset=utf-8","200","OK","Bright Ideas: Customer Stories | Zendesk Library","48","388","There's no reason why you can't shoot for the moon. Read stories from our customers about using Zendesk in innovative ways to create simple, seamless customer experiences.","171","1022","","0","Bright Ideas: Customer Stories","30","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/bright-ideas-customer-stories/","70373","1180","11.953447","4","6","5","2.92","108","76","33","31","240030e311ec6688f2d641090f5a73e6","0.028","","","","https://www.zendesk.com.br/resources/bright-ideas-customer-stories/"
"https://www.zendesk.com.br/product/tour/","text/html","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","178","0","0.0","2","171","169","98.83","0","0","0","0","","0.016","","http://www.zendesk.com.br/support/","HTTP Redirect","https://www.zendesk.com.br/product/tour/"
"https://www.zendesk.com.br/resources/engaging-students-modern-world/","text/html; charset=utf-8","200","OK","Engaging with Students in the Modern World | Zendesk Library","60","501","","0","0","","0","Engaging with Students in the Modern World","42","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/engaging-students-modern-world/","51468","702","9.380586","4","6","5","2.92","107","75","33","31","763451cc39f050763ecd663cca0a0dd2","0.019","","","","https://www.zendesk.com.br/resources/engaging-students-modern-world/"
"https://recursos.zendesk.com.br/blog","","0","Blocked by Robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","0.0","3","0","0","0.0","0","0","0","0","","","","","","https://recursos.zendesk.com.br/blog"
"https://www.zendesk.com.br/apps/","text/html; charset=utf-8","200","OK","Mercado de aplicativos e integrações | Zendesk","46","382","Alinhe seu negócio integrando suas ferramentas favoritas ao Zendesk! As integrações incluem soluções para CRM, redes sociais e muitos outros aplicativos.","153","908","","0","Support Brilliance.","19","Completing installation","23","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/apps/","88303","2357","17.487514","2","361","169","98.83","162","102","46","36","f1e6cd0d0806da6864c9efeae76fd906","0.214","Fri, 15 Dec 2017 20:47:54 GMT","","","https://www.zendesk.com.br/apps/"
"https://www.zendesk.com.br/resources/tags/zendesk-products-guide/","text/html; charset=utf-8","200","OK","Guide | Zendesk Library","23","193","","0","0","","0","","0","","0","The Zendesk Family","18","Our platform","12","","","https://www.zendesk.com.br/resources/tags/zendesk-products-guide/","59005","1524","24.587748","4","19","9","5.26","120","80","34","32","cfc6fd6cb4cdcd2695e0eaf2f2e555ae","0.017","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/tags/zendesk-products-guide/"
"https://www.zendesk.com.br/company/policies-procedures/","text/html; charset=utf-8","200","OK","Políticas e procedimentos | Zendesk","35","291","","0","0","","0","Departamento legal da Zendesk","29","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/company/policies-procedures/","33055","454","9.698986","3","16","14","8.19","91","61","27","25","a80e1e7c0d1f2ce82723fc6d015b59ca","0.021","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/company/policies-procedures/"
"https://www.zendesk.com.br/talk/","text/html; charset=utf-8","200","OK","Software de central telefônica com o Zendesk Talk","49","404","Conecte-se aos seus clientes em uma solução de central telefônica incorporada diretamente no software de tickets do Zendesk. Comece sua avaliação grátis do Zendesk Talk hoje.","174","1042","","0","Fale tudo","9","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/talk/","39397","812","13.818312","2","354","169","98.83","95","56","27","25","f1da08483bed4987a27aefaa29b433b2","0.012","","","","https://www.zendesk.com.br/talk/"
"https://www.zendesk.com.br/resources/whats-new-productivity/","text/html; charset=utf-8","200","OK","What's New in Your Zendesk: Pack in the Productivity | Zendesk Library","70","573","In our Q1 2016 “What’s New In Your Zendesk” webinar, you'll learn all about the Zendesk features released over the quarter, as well as some best practices for putting them to use. Watch a demo of the Pathfinder app and the Satisfaction Prediction tool.","252","1454","","0","What’s New in Your Zendesk: Pack in the Productivity","52","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/whats-new-productivity/","52124","654","8.485535","4","5","4","2.34","107","77","33","31","cf25a4cc4b160631380406a25952f2ec","0.052","","","","https://www.zendesk.com.br/resources/whats-new-productivity/"
"https://www.zendesk.com.br/customer-experience/training/","text/html; charset=utf-8","200","OK","Treinamento de experiência do cliente | Zendesk","47","389","","0","0","","0","Nosso conhecimento é seu poder","30","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/customer-experience/training/","38882","788","13.757009","2","175","169","98.83","89","55","38","32","16bd5e6b4e500fca0bfa3f89acbeafbb","0.011","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/customer-experience/training/"
"https://www.zendesk.com.br/internal-help-desk/","text/html; charset=utf-8","200","OK","Software para central de suporte interna para funcionários | Zendesk","68","549","O Zendesk oferece software para central de suporte interna corporativa por diversos canais e autoatendimento de funcionários 24x7 em um sistema único - ideal para equipes de RH e TI.","182","1071","","0","Faça o mesmo pela sua equipe","28","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/internal-help-desk/","41906","1257","19.5509","3","17","13","7.6","108","70","27","25","f36031655810eca52462ed51d08b1e84","0.018","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/internal-help-desk/"
"https://www.zendesk.com.br/zendesk-insights/","text/html","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","178","0","0.0","2","169","169","98.83","0","0","0","0","","0.015","","http://www.zendesk.com.br/explore/","HTTP Redirect","https://www.zendesk.com.br/zendesk-insights/"
"https://www.zendesk.com.br/resources/benefits-of-integrated-phone-support/","text/html; charset=utf-8","200","OK","Key Benefits of Integrated Phone Support | Zendesk Library","58","476","Integrating your phone support solution with the rest of your support channels can have numerous benefits for agents, managers and customers. Learn more.","153","903","","0","Key Benefits of Integrated Phone Support","40","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/benefits-of-integrated-phone-support/","60731","1939","21.282377","4","7","6","3.51","110","79","33","31","83fd5b07912b9749eca42f2179873c8a","0.016","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/benefits-of-integrated-phone-support/"
"https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","text/html; charset=utf-8","200","OK","Software de help desk open source versus API aberta| Zendesk","60","508","Uma help desk open source pode parecer uma alternativa mais barata, mas vai acabar custando mais a longo prazo.","111","674","","0","Começando do zero: help desk open source","40","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","42516","1128","17.301722","4","7","3","1.75","115","73","31","29","ee0e7f02bc66e91328aded84546be8ac","0.013","Mon, 18 Dec 2017 00:15:20 GMT","","","https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/"
"https://www.zendesk.com.br/recursos/10-perguntas-para-a-contratacao-de-excelentes-representantes-de-atendimento-ao-cliente/","text/html; charset=utf-8","404","Not Found","","0","0","","0","0","","0","","0","","0","","0","","0","","","","8905","0","0.0","2","138","138","80.7","0","0","0","0","","0.259","","","","https://www.zendesk.com.br/recursos/10-perguntas-para-a-contratacao-de-excelentes-representantes-de-atendimento-ao-cliente/"
"https://www.zendesk.com.br/resources/roles-zendesk-chat/","text/html; charset=utf-8","200","OK","Roles in Zendesk Chat | Zendesk Library","39","327","With roles and permissions, managers can create new roles for their agents and control what they have access to in Zendesk Chat.","128","758","","0","Roles in Zendesk Chat","21","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/roles-zendesk-chat/","51405","577","7.7677274","3","7","6","3.51","109","77","32","30","5751dec43336adee5396f755495d476e","0.021","","","","https://www.zendesk.com.br/resources/roles-zendesk-chat/"
"https://www.zendesk.com.br/resources/customer-satisfaction-surveys-zendesk-support/","text/html; charset=utf-8","200","OK","Customer satisfaction surveys in Zendesk Support | Zendesk Library","66","545","Learn how asking customers a simple question can drive major improvements and help you understand the health of your support organization.","138","822","","0","Customer satisfaction surveys in Zendesk Support","48","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/customer-satisfaction-surveys-zendesk-support/","51720","594","7.9601707","3","6","5","2.92","106","74","34","32","99f7025c574a930bad532abebaccf850","0.064","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/customer-satisfaction-surveys-zendesk-support/"
"https://www.zendesk.com.br/self-service/","text/html; charset=utf-8","200","OK","Cresça com soluções de autoatendimento | Zendesk","48","419","Dê poder aos clientes com as soluções de autoatendimento da Zendesk e melhore a satisfação de clientes e agentes. Veja como funciona.","133","807","","0","Ajude os clientes a se ajudarem","31","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/self-service/","49735","1094","14.279683","2","174","168","98.25","101","62","28","26","5f4e329841cb3adbec8a52c8a5602f93","0.012","Fri, 15 Dec 2017 20:47:54 GMT","","","https://www.zendesk.com.br/self-service/"
"https://www.zendesk.com.br/resources/tags/zendesk-customer-stories/","text/html; charset=utf-8","200","OK","Customer service stories | Zendesk Library","42","342","","0","0","","0","","0","","0","The Zendesk Family","18","Our platform","12","","","https://www.zendesk.com.br/resources/tags/zendesk-customer-stories/","67603","1974","28.432169","3","143","104","60.82","128","82","34","32","eae21c1d465808474341a1ee4d5b4d18","0.011","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/tags/zendesk-customer-stories/"
"https://www.zendesk.com.br/help-desk-software/features/best-help-desk-software/","text/html; charset=utf-8","200","OK","Best Help Desk Software | Zendesk","33","285","The best help desk software will lead to satisfied customers, productive agents, and improved security. With Zendesk Support, you get a web based help desk that best grows with your customers, making it easier build long lasting relationships with them.","253","1468","","0","The best help desk software","27","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/help-desk-software/features/best-help-desk-software/","42084","998","15.946679","4","11","6","3.51","107","68","31","29","a9ed06171d4d3a164d0ae738cff0c479","0.022","Thu, 14 Dec 2017 23:13:25 GMT","","","https://www.zendesk.com.br/help-desk-software/features/best-help-desk-software/"
"http://www.zendesk.com.br/guide/","","307","HSTS Policy","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","0.0","3","0","0","0.0","0","0","0","0","","","","https://www.zendesk.com.br/guide/","HSTS Policy","http://www.zendesk.com.br/guide/"
"https://www.zendesk.com.br/lp/retail/","","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","0.0","3","32","32","18.71","0","0","0","0","","0.012","","https://www.zendesk.com.br/","HTTP Redirect","https://www.zendesk.com.br/lp/retail/"
"https://www.zendesk.com.br/resources/tags/customer-service-management-library/","text/html; charset=utf-8","200","OK","Customer service management library | Zendesk Library","53","446","","0","0","","0","","0","","0","The Zendesk Family","18","Our platform","12","","","https://www.zendesk.com.br/resources/tags/customer-service-management-library/","68462","2005","29.100815","3","114","104","60.82","128","84","34","32","23e1f16504b198c5abc1c3e9dd0ddace","0.02","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/tags/customer-service-management-library/"
"https://www.zendesk.com.br/company/press/","text/html; charset=utf-8","200","OK","Comunicados de imprensa e oficiais | Zendesk","44","372","Leia os últimos comunicados de imprensa da Zendesk, incluindo lançamentos de produtos, marcos alcançados e anúncios de eventos.","127","782","","0","","0","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/company/press/","38426","865","15.304741","2","347","169","98.83","94","60","30","27","ce5bc8afcc7c367224a7e05fc947ede4","0.023","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/company/press/"
"https://www.zendesk.com.br/resources/creating-workflow-fit-collaboration/","text/html; charset=utf-8","200","OK","Creating a workflow fit for collaboration | Zendesk Library","59","455","","0","0","","0","Creating a workflow fit for collaboration","41","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/creating-workflow-fit-collaboration/","68734","1054","11.016382","3","5","4","2.34","107","76","31","29","eefc07e42acf4a86b9ae45693810b332","0.013","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/creating-workflow-fit-collaboration/"
"https://www.zendesk.com.br/product/pricing/","text/html; charset=utf-8","200","OK","Preços do Zendesk | Planos a partir de somente US$5 por mês","59","504","Uma família de produtos para interagir com os clientes em qualquer canal. Desde startups que começaram na universidade até as empresas da Fortune 500, o Zendesk tem planos ideais para qualquer organização.","205","1237","","0","Uma família de produtos para interagir com os clientes em qualquer canal","72","Lite","4","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/product/pricing/","90030","2371","17.499723","2","191","169","98.83","137","68","29","26","c85413bdc2e09ed2acbc4fbd6647bad0","0.014","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/product/pricing/"
"https://www.zendesk.com.br/company/customers-partners/application-developer-api-license-agreement/","text/html; charset=utf-8","200","OK","Application Developer and API License Agreement | Zendesk","57","484","","0","0","","0","Departamento legal da Zendesk","29","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/company/customers-partners/application-developer-api-license-agreement/","66159","4840","48.105324","3","13","10","5.85","104","68","29","26","88716d41f9e7d161a42dbfd72a24fc6a","0.018","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/company/customers-partners/application-developer-api-license-agreement/"
"https://www.zendesk.com.br/blog/","","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","0.0","2","338","169","98.83","0","0","0","0","","0.01","","https://recursos.zendesk.com.br/blog","HTTP Redirect","https://www.zendesk.com.br/blog/"
"https://www.zendesk.com.br/lp/open-source-ticket-system/","","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","0","0","0.0","3","10","10","5.85","0","0","0","0","","0.007","","https://www.zendesk.com.br/","HTTP Redirect","https://www.zendesk.com.br/lp/open-source-ticket-system/"
"https://www.zendesk.com.br/resources/delivering-high-impact-phone-support-featuring-donorschoose/","text/html; charset=utf-8","200","OK","Delivering high-impact phone support, featuring DonorsChoose | Zendesk Library","78","647","","0","0","","0","Delivering high-impact phone support, featuring DonorsChoose","60","","0","A família Zendesk","17","Nossa plataforma","16","","","https://www.zendesk.com.br/resources/delivering-high-impact-phone-support-featuring-donorschoose/","52743","790","10.412756","4","6","5","2.92","106","74","33","31","eb49a482b5e472f512b846950b1026b1","0.016","Wed, 13 Dec 2017 00:14:43 GMT","","","https://www.zendesk.com.br/resources/delivering-high-impact-phone-support-featuring-donorschoose/"
"https://www.zendesk.com.br/legal/","text/html","301","Moved Permanently","","0","0","","0","0","","0","","0","","0","","0","","0","","","","178","0","0.0","2","169","169","98.83","0","0","0","0","","1.367","","http://www.zendesk.com.br/company/customers-partners/terms-of-use","HTTP Redirect","https://www.zendesk.com.br/legal/"
