day first conv date;Week first conv date;month first conv date;year first conv date;first conversion date;email domain analysis;Eventos (Últimos 100)
17;3;1;2017;17/01/2017;1;como-reduzir-custos-com-atendimento-ao-cliente-v2 / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
18;3;1;2017;18/01/2017;0;Criação de Conta - Dados de Acesso
18;3;1;2017;18/01/2017;1;lp-jornada-do-cliente-agendor / IntegracaoExact / IntegracaoExact / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
18;3;1;2017;18/01/2017;0;Criação de Conta - Dados de Acesso
18;3;1;2017;18/01/2017;0;site-exit-intent-consulting
18;3;1;2017;18/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
18;3;1;2017;18/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
18;3;1;2017;18/01/2017;0;Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
19;3;1;2017;19/01/2017;1;site-exit-intent-consulting
19;3;1;2017;19/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
19;3;1;2017;19/01/2017;0;IntegracaoExact / IntegracaoExact / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
20;3;1;2017;20/01/2017;0;IntegracaoExact / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
20;3;1;2017;20/01/2017;0;IntegracaoExact / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2
20;3;1;2017;20/01/2017;0;IntegracaoExact / IntegracaoExact / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
20;3;1;2017;20/01/2017;0;Criação de Conta - Dados de Acesso / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
21;3;1;2017;21/01/2017;0;lp-cxtrends-2017 / lincoln-murphy-customer-success / lp-cxtrends-2017 / site-modal-consultores-casos-de-sucesso / site-newsletter
21;3;1;2017;21/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
21;3;1;2017;21/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
22;4;1;2017;22/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
22;4;1;2017;22/01/2017;0;site-exit-intent-consulting
22;4;1;2017;22/01/2017;0;Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
23;4;1;2017;23/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
23;4;1;2017;23/01/2017;0;site-contato
23;4;1;2017;23/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
23;4;1;2017;23/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
23;4;1;2017;23/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / site-exit-intent-consulting
23;4;1;2017;23/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
23;4;1;2017;23/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
23;4;1;2017;23/01/2017;1;como-reduzir-custos-com-atendimento-ao-cliente-v2
23;4;1;2017;23/01/2017;1;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
24;4;1;2017;24/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
24;4;1;2017;24/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
24;4;1;2017;24/01/2017;1;Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
24;4;1;2017;24/01/2017;0;Criação de Conta - Dados de Acesso / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
24;4;1;2017;24/01/2017;1;site-exit-intent-consulting
24;4;1;2017;24/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
24;4;1;2017;24/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
24;4;1;2017;24/01/2017;1;IntegracaoExact / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / site-exit-intent-consulting / site-contato
24;4;1;2017;24/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;0;site-exit-intent-consulting
25;4;1;2017;25/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;0;Criação de Conta - Dados de Acesso / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa
25;4;1;2017;25/01/2017;0;Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;0;form-trial-experimente-o-octadesk / form-trial-experimente-o-octadesk-email / IntegracaoExact / form-trial-experimente-o-octadesk / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados Pessoais
25;4;1;2017;25/01/2017;0;lp-cxtrends-2017 / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2 / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / site-modal-demo-suporte
25;4;1;2017;25/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
25;4;1;2017;25/01/2017;0;Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
26;4;1;2017;26/01/2017;0;Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
26;4;1;2017;26/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
26;4;1;2017;26/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / Criação de Conta - Dados de Acesso / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / site-modal-demo-home
26;4;1;2017;26/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
26;4;1;2017;26/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
26;4;1;2017;26/01/2017;1;IntegracaoExact / IntegracaoExact / como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2 / como-reduzir-custos-com-atendimento-ao-cliente-v2
26;4;1;2017;26/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
27;4;1;2017;27/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
27;4;1;2017;27/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
27;4;1;2017;27/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
27;4;1;2017;27/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
27;4;1;2017;27/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
27;4;1;2017;27/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
27;4;1;2017;27/01/2017;0;lp-cxtrends-2017 / IntegracaoExact / solicitar-contato-popup / solicitar-contato-popup / IntegracaoExact / form-trial-experimente-o-octadesk-email / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / site-contato / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / guia-os-dez-mandamentos-de-sucesso-no-atendimento-ao-cliente / site-newsletter / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
27;4;1;2017;27/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
27;4;1;2017;27/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / Criação de Conta - Dados de Acesso / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
28;4;1;2017;28/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
28;4;1;2017;28/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
28;4;1;2017;28/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
29;5;1;2017;29/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
29;5;1;2017;29/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
29;5;1;2017;29/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
29;5;1;2017;29/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2
29;5;1;2017;29/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
29;5;1;2017;29/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
29;5;1;2017;29/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2 / como-reduzir-custos-com-atendimento-ao-cliente-v2
29;5;1;2017;29/01/2017;0;site-exit-intent-consulting
29;5;1;2017;29/01/2017;1;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;5;1;2017;30/01/2017;0;Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;5;1;2017;30/01/2017;0;como-reduzir-custos-com-atendimento-ao-cliente-v2 / como-reduzir-custos-com-atendimento-ao-cliente-v2
30;5;1;2017;30/01/2017;0;como-melhorar-a-qualidade-no-atendimento-ao-cliente-v2 / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso / como-reduzir-custos-com-atendimento-ao-cliente-v2
30;5;1;2017;30/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;5;1;2017;30/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;5;1;2017;30/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;5;1;2017;30/01/2017;0;site-exit-intent-consulting
30;5;1;2017;30/01/2017;0;Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;5;1;2017;30/01/2017;1;blog-newsletter-lateral / como-reduzir-custos-com-atendimento-ao-cliente-v2
30;5;1;2017;30/01/2017;1;importacao-users-julho-tag-v2 / users-julho / Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
30;5;1;2017;30/01/2017;0;Criação de Conta - Sucesso / Criação de Conta - Dados da Empresa / Criação de Conta - Dados Pessoais / Criação de Conta - Dados de Acesso
